f,S_ML
83233333.33,71.78374766
83266666.67,60.76038806
83300000,66.96265099
83333333.33,83.04398045
83366666.67,74.50028914
83400000,82.75655523
83433333.33,83.64829165
83466666.67,71.63806026
83500000,69.91466553
83533333.33,78.45415478
83566666.67,85.597117
83600000,95.00307329
83633333.33,98.18776573
83666666.67,82.00206214
83700000,62.73915185
83733333.33,67.37128042
83766666.67,76.63062515
83800000,83.28372998
83833333.33,92.47437965
83866666.67,83.45635535
83900000,83.81743069
83933333.33,108.3051287
83966666.67,98.14571655
84000000,74.34736829
84033333.33,83.65317566
84066666.67,81.25800112
84100000,64.49026332
84133333.33,78.10893598
84166666.67,100.1846452
84200000,85.22190313
84233333.33,75.23189207
84266666.67,69.84304256
84300000,73.93095205
84333333.33,63.87091316
84366666.67,61.71392358
84400000,72.63827325
84433333.33,68.08485934
84466666.67,73.76458245
84500000,54.13532254
84533333.33,56.13282109
84566666.67,67.97389086
84600000,86.01226952
84633333.33,86.58996667
84666666.67,85.36911789
84700000,73.05331158
84733333.33,65.0826846
84766666.67,64.21456353
84800000,67.85495646
84833333.33,63.23800969
84866666.67,79.49582278
84900000,72.96101473
84933333.33,66.07012249
84966666.67,54.42154539
85000000,71.5989961
85033333.33,98.32443819
85066666.67,97.58061332
85100000,93.31927084
85133333.33,68.48985874
85166666.67,67.22296148
85200000,76.49795611
85233333.33,74.82526803
85266666.67,77.09914709
85300000,75.38337517
85333333.33,84.48885634
85366666.67,71.4526511
85400000,62.69302956
85433333.33,70.40795799
85466666.67,60.75410554
85500000,93.09936074
85533333.33,88.39420051
85566666.67,74.98106922
85600000,69.34265955
85633333.33,83.05878037
85666666.67,79.64382659
85700000,76.49444013
85733333.33,64.78933087
85766666.67,87.3185776
85800000,76.16026719
85833333.33,75.31309917
85866666.67,69.04990088
85900000,62.68229336
85933333.33,64.66404963
85966666.67,70.76719508
86000000,78.39142126
86033333.33,78.01054784
86066666.67,79.29044081
86100000,77.55245199
86133333.33,79.36117626
86166666.67,81.93146256
86200000,59.74578861
86233333.33,66.65208795
86266666.67,51.81654505
86300000,96.74089613
86333333.33,96.77052351
86366666.67,81.04984967
86400000,66.8302326
86433333.33,64.68801521
86466666.67,70.64410905
86500000,70.66320651
86533333.33,58.67622812
86566666.67,56.25753025
86600000,72.75001613
86633333.33,70.69283286
86666666.67,58.13701081
86700000,70.91276942
86733333.33,69.12103298
86766666.67,85.27587944
86800000,94.67869917
86833333.33,59.23897538
86866666.67,52.07233013
86900000,59.21556438
86933333.33,80.80213898
86966666.67,72.62029124
87000000,86.02857448
87033333.33,87.56379815
87066666.67,68.31136557
87100000,70.65076597
87133333.33,79.86194378
87166666.67,86.4889956
87200000,69.40419472
87233333.33,77.71007827
87266666.67,116.8101836
87300000,115.4075585
87333333.33,97.25821559
87366666.67,104.5119576
87400000,84.69176711
87433333.33,70.29190874
87466666.67,68.73041713
87500000,69.27938708
87533333.33,62.3845172
87566666.67,69.77561611
87600000,81.2897166
87633333.33,69.61310784
87666666.67,69.88847976
87700000,82.05725563
87733333.33,72.37115875
87766666.67,49.34649439
87800000,57.13781581
87833333.33,83.62039885
87866666.67,71.25958069
87900000,79.95612703
87933333.33,78.41123752
87966666.67,63.39185161
88000000,81.04498825
88033333.33,79.9376543
88066666.67,90.34829475
88100000,59.62380151
88133333.33,61.48432335
88166666.67,84.45747851
88200000,92.37837561
88233333.33,90.74884844
88266666.67,87.8356586
88300000,75.83513331
88333333.33,68.23491856
88366666.67,76.58427155
88400000,76.0086154
88433333.33,54.11673866
88466666.67,45.40918819
88500000,52.88762722
88533333.33,72.40830562
88566666.67,65.31272729
88600000,72.88320331
88633333.33,86.90872658
88666666.67,88.57936278
88700000,89.05870542
88733333.33,85.22452491
88766666.67,62.20599938
88800000,60.03540906
88833333.33,58.38767764
88866666.67,82.81835401
88900000,84.27880776
88933333.33,86.31630749
88966666.67,78.75218882
89000000,62.77774794
89033333.33,73.78566046
89066666.67,93.82839849
89100000,98.00465407
89133333.33,92.29093287
89166666.67,83.26732226
89200000,83.43883448
89233333.33,73.52815542
89266666.67,63.71219629
89300000,74.18352784
89333333.33,84.64323843
89366666.67,94.36597307
89400000,98.20027126
89433333.33,95.23484104
89466666.67,82.24066674
89500000,97.51643475
89533333.33,109.024964
89566666.67,91.98806746
89600000,78.80926054
89633333.33,99.72938333
89666666.67,100.4139074
89700000,99.20391073
89733333.33,96.27807176
89766666.67,76.43838784
89800000,77.13184956
89833333.33,86.71017795
89866666.67,81.86885556
89900000,108.1770983
89933333.33,98.61598219
89966666.67,95.94204459
90000000,89.95674561
90033333.33,97.33718645
90066666.67,102.4499648
95100000,107.670092
95133333.33,97.46781611
95166666.67,108.3134544
95200000,115.1068705
95233333.33,103.5919079
95266666.67,87.25093695
95300000,74.14549777
95333333.33,115.1856547
95366666.67,137.1214301
95400000,78.53688731
95433333.33,79.56966475
95466666.67,80.54319387
95500000,92.70279368
95533333.33,92.63230919
95566666.67,81.40705813
95600000,83.54910587
95633333.33,82.24411287
95666666.67,84.8076149
95700000,70.65359021
95733333.33,68.4486677
95766666.67,83.82744677
95800000,113.5736952
95833333.33,106.5152178
95866666.67,62.55857672
95900000,59.86547085
95933333.33,75.7654652
95966666.67,80.37452415
96000000,73.5884147
96033333.33,85.60875625
96066666.67,100.28306
96100000,85.46353513
96133333.33,105.0344374
96166666.67,103.944815
96200000,103.7798384
96233333.33,86.51961373
96266666.67,68.05852356
96300000,71.57251368
96333333.33,83.71421031
96366666.67,103.2382801
96400000,74.34538513
96433333.33,81.22367821
96466666.67,91.29127929
96500000,85.8507133
96533333.33,77.5385033
96566666.67,99.461467
96600000,122.4354643
96633333.33,68.10811364
96666666.67,76.43725127
96700000,85.73789579
96733333.33,81.23283508
96766666.67,70.63377127
96800000,71.33697684
96833333.33,80.57019169
96866666.67,82.04846908
96900000,83.03577909
96933333.33,67.58735665
96966666.67,99.56337764
97000000,93.87908513
97033333.33,85.73491427
97066666.67,71.49984335
97100000,79.32973241
97133333.33,86.61352948
97166666.67,106.3900036
97200000,82.22503311
97233333.33,78.21897153
97266666.67,90.08750921
97300000,85.19915805
97333333.33,59.29612936
97366666.67,74.20080649
97400000,60.16901668
97433333.33,71.37140739
97466666.67,70.35879564
97500000,74.13838543
97533333.33,77.53385402
97566666.67,87.08096083
97600000,95.24024751
97633333.33,76.77905792
97666666.67,81.4662751
97700000,84.10109654
97733333.33,78.97464549
97766666.67,68.8809201
97800000,66.57763608
97833333.33,55.80499364
97866666.67,83.81492219
97900000,104.8818702
97933333.33,82.65311757
97966666.67,63.96614848
98000000,78.68101573
98033333.33,86.35321393
98066666.67,87.95948848
98100000,66.63696894
98133333.33,70.25059832
98166666.67,77.47620743
98200000,74.77852986
98233333.33,88.49956987
98266666.67,97.88712014
98300000,90.52557705
98333333.33,94.60612506
98366666.67,91.33005617
98400000,73.66030182
98433333.33,57.30175092
98466666.67,65.06955156
98500000,96.93973826
98533333.33,92.27900159
98566666.67,68.43089766
98600000,73.04717487
98633333.33,66.10385946
98666666.67,76.31331059
98700000,96.20127765
98733333.33,121.9809803
98766666.67,112.5809701
98800000,78.01369219
98833333.33,99.30652645
98866666.67,103.9468541
98900000,69.51452323
98933333.33,90.38839201
98966666.67,89.19185589
99000000,70.18945975
99033333.33,76.08184925
99066666.67,86.41872089
99100000,86.24062382
99133333.33,85.29279787
99166666.67,77.86438785
99200000,73.43406792
99233333.33,79.23127243
99266666.67,77.13488833
99300000,72.12938438
99333333.33,81.30064446
99366666.67,89.22485678
99400000,108.7637698
99433333.33,78.62342299
99466666.67,85.1123596
99500000,96.49516001
99533333.33,61.25933046
99566666.67,70.05532645
99600000,75.79159787
99633333.33,72.35116839
99666666.67,54.1660967
99700000,61.98945126
99733333.33,67.95746855
99766666.67,68.64183809
99800000,71.97355594
99833333.33,73.85968924
99866666.67,59.45992197
99900000,70.20155798
99933333.33,91.75476963
99966666.67,85.08628995
100000000,79.42183684
