f,S_rock
2893333.333,2.061940915
2896666.667,2.209593061
2900000,2.676610521
2903333.333,2.726088282
2906666.667,1.821217726
2910000,1.795905533
2913333.333,1.907959302
2916666.667,1.711559927
2920000,1.403116059
2923333.333,1.541011891
2926666.667,1.695719631
2930000,2.373365168
2933333.333,2.921747513
2936666.667,1.959059313
2940000,2.368419427
2943333.333,2.482430278
2946666.667,2.118381277
2950000,1.764107271
2953333.333,1.894113608
2956666.667,1.484123317
2960000,2.020016941
2963333.333,1.754652585
2966666.667,1.469836167
2970000,1.307706603
2973333.333,1.681166374
2976666.667,1.99182132
2980000,2.227105538
2983333.333,2.06849978
2986666.667,2.20761947
2990000,1.906558932
2993333.333,1.647341446
2996666.667,1.803791361
3000000,1.557833489
3003333.333,1.47454149
3006666.667,1.684702758
3010000,1.59901083
3013333.333,1.619729655
3016666.667,2.336709677
3020000,2.197379311
3023333.333,1.437572224
3026666.667,1.29982573
3030000,2.129553571
3033333.333,1.99408007
3036666.667,2.083426654
3040000,2.372628832
3043333.333,1.854515582
3046666.667,1.506591769
3050000,1.402763091
3053333.333,2.027086843
3056666.667,2.84661347
3060000,2.535352414
3063333.333,1.875604204
3066666.667,1.923544313
3070000,2.451272448
3073333.333,2.287057339
3076666.667,1.521892323
3080000,2.119312878
3083333.333,2.066023893
3086666.667,1.592083721
3090000,1.595613607
3093333.333,1.381026879
3096666.667,1.398694137
3100000,2.06549785
3103333.333,1.616333365
3106666.667,1.712460132
3110000,1.88478302
3113333.333,1.8508759
3116666.667,1.672487803
3120000,1.372128762
3123333.333,1.873383489
3126666.667,2.330397646
3130000,1.623165181
3133333.333,1.699680624
3136666.667,1.823482932
3140000,1.992064074
3143333.333,1.381353596
3146666.667,1.119459222
3150000,1.99597841
3153333.333,1.646055642
3156666.667,0.951869507
3160000,1.27930351
3163333.333,1.276167865
3166666.667,1.445376209
3170000,1.202371462
3173333.333,0.917798488
3176666.667,1.006516582
3180000,1.262059015
3183333.333,1.764771432
3186666.667,1.940067337
3190000,1.295895364
3193333.333,1.17376206
3196666.667,1.638899238
3200000,2.213373283
3203333.333,1.662905674
3206666.667,1.353301789
3210000,1.241501808
3213333.333,1.261200873
3216666.667,1.506739065
3220000,1.295305753
3223333.333,2.141694683
3226666.667,1.865051818
3230000,1.878961046
3233333.333,1.672324858
3236666.667,1.825101027
3240000,2.007574438
3243333.333,1.695029536
3246666.667,1.396481066
3250000,1.50983885
3253333.333,1.431846774
3256666.667,1.388322549
3260000,1.345432965
3263333.333,1.431109764
3266666.667,1.196061573
3270000,1.507458462
3273333.333,1.683155943
3276666.667,1.73531354
3280000,1.506481303
3283333.333,1.379687509
3286666.667,1.408247396
3290000,1.33911184
3293333.333,1.51520836
3296666.667,1.269159965
3300000,1.084738914
3303333.333,1.508332772
3306666.667,1.046694733
3310000,0.995672692
3313333.333,1.340769463
3316666.667,1.642716439
3320000,2.183550004
3323333.333,1.929101544
3326666.667,1.773472832
3330000,1.426278444
3333333.333,1.475415921
3336666.667,1.88882143
3340000,2.225318063
3343333.333,1.411389144
3346666.667,1.429170039
3350000,1.440645672
3353333.333,1.509322817
3356666.667,1.654387613
3360000,1.307459607
3363333.333,0.911879846
3366666.667,0.963279435
3370000,1.485095636
3373333.333,1.287682527
3376666.667,0.81620564
3380000,0.861237825
3383333.333,1.605142031
3386666.667,1.399063152
3390000,1.233994388
3393333.333,1.525313921
3396666.667,1.554944157
3400000,1.39546024
3403333.333,1.646045378
3406666.667,1.678164794
3410000,1.486694929
3413333.333,1.732416661
3416666.667,1.641399131
3420000,0.837920544
3423333.333,1.257560388
3426666.667,1.099872368
3430000,1.296569369
3433333.333,0.995746533
3436666.667,1.660312138
3440000,1.717882062
3443333.333,1.165376385
3446666.667,1.364202976
3450000,1.475481514
3453333.333,1.55270789
3456666.667,0.75056059
3460000,0.732314909
3463333.333,0.997191974
3466666.667,1.05062705
3470000,1.058892451
3473333.333,0.84194021
3476666.667,0.65399569
3480000,0.941829489
3483333.333,1.119256087
3486666.667,1.402213591
3490000,1.149132545
3493333.333,1.014510258
3496666.667,0.928226268
3500000,0.980870371
3503333.333,1.299014106
3506666.667,1.286210029
3510000,1.103768765
3513333.333,1.455871494
3516666.667,1.089322214
3520000,1.070862781
3523333.333,1.425234844
3526666.667,1.389357264
3530000,1.335559281
3533333.333,1.088959035
3536666.667,0.972460266
3540000,1.407480895
3543333.333,1.603898135
3546666.667,1.599190397
3550000,1.444561206
3553333.333,1.470260527
3556666.667,1.458679387
3560000,1.222517206
3563333.333,1.566692809
3566666.667,1.251688827
3570000,0.939123799
3573333.333,1.170708852
3576666.667,1.185110922
3580000,1.179298262
3583333.333,1.26539776
3586666.667,1.108667902
3590000,0.869470462
3593333.333,1.262396062
3596666.667,1.349839654
3600000,0.947824915
3603333.333,0.895741102
3606666.667,0.87685807
3610000,1.284416489
3613333.333,1.271574225
3616666.667,1.15409041
3620000,0.97563821
3623333.333,0.820801572
3626666.667,1.312362701
3630000,1.499779869
3633333.333,1.262191582
3636666.667,1.290923171
3640000,1.415505063
3643333.333,1.314347603
3646666.667,1.044146767
3650000,0.806633904
3653333.333,0.832123435
3656666.667,0.798074223
3660000,0.86929517
3663333.333,1.022218058
3666666.667,1.213890522
3670000,1.378764427
3673333.333,1.240748704
3676666.667,0.976383111
3680000,1.08968963
3683333.333,1.245395737
3686666.667,0.95160025
3690000,1.033595522
3693333.333,0.961603817
3696666.667,1.106861806
3700000,1.22510364
3703333.333,1.15114016
3706666.667,1.009699406
3710000,1.318034875
3713333.333,1.608904517
3716666.667,1.158507796
3720000,0.847878165
3723333.333,1.23248631
3726666.667,1.253976676
3730000,0.968254032
3733333.333,1.067487775
3736666.667,1.06499304
3740000,0.994483629
3743333.333,0.978593799
3746666.667,1.083572739
3750000,1.175626253
3753333.333,0.8556102
3756666.667,0.832185467
3760000,0.88681019
3763333.333,0.91528063
3766666.667,1.283534917
3770000,1.248638631
3773333.333,0.972253189
3776666.667,1.014518316
3780000,1.041022293
3783333.333,0.892463758
3786666.667,0.89022999
3790000,1.151771118
3793333.333,1.412881691
3796666.667,1.003737486
3800000,0.896526816
3803333.333,0.873340714
3806666.667,1.52487181
3810000,1.328131783
3813333.333,0.999590042
3816666.667,1.022913778
3820000,0.764049062
3823333.333,0.68452457
3826666.667,0.77222441
3830000,0.680872523
3833333.333,1.104289926
3836666.667,1.236341624
3840000,1.188730104
3843333.333,1.231598331
3846666.667,1.220832738
3850000,1.251849937
3853333.333,0.905826159
3856666.667,0.911425359
3860000,0.867669894
3863333.333,0.785476285
3866666.667,0.933343413
3870000,0.911856928
3873333.333,0.941610174
3876666.667,0.966562293
3880000,0.933078722
3883333.333,0.779888571
3886666.667,1.041179426
3890000,1.23254182
3893333.333,1.290341509
3896666.667,1.129665002
3900000,1.154393378
3903333.333,0.977935077
3906666.667,0.93951535
3910000,0.914907554
3913333.333,1.219622053
3916666.667,0.94088448
3920000,0.86186343
3923333.333,0.890205459
3926666.667,0.682271044
3930000,0.637848212
3933333.333,0.735995842
3936666.667,0.890190363
3940000,0.97272654
3943333.333,0.822146599
3946666.667,1.034760942
3950000,0.964824885
3953333.333,0.925551747
3956666.667,0.919483457
3960000,0.857250071
3963333.333,0.773154421
3966666.667,0.749980248
3970000,0.794260611
3973333.333,0.79014321
3976666.667,0.629637489
3980000,0.786914475
3983333.333,0.938449438
3986666.667,1.031102147
3990000,0.969919674
3993333.333,0.792322516
3996666.667,0.996473115
4000000,0.945707626
4003333.333,0.78063763
4006666.667,0.969129989
4010000,1.108522602
4013333.333,0.963511075
4016666.667,1.008833422
4020000,0.736164
4023333.333,0.476889687
4026666.667,0.658361846
4030000,0.827503148
4033333.333,0.914974511
4036666.667,0.946594731
4040000,0.966131726
4043333.333,1.105204356
4046666.667,0.767183292
4050000,0.831785953
4053333.333,0.855576901
4056666.667,0.763377901
4060000,1.097941422
4063333.333,0.904098607
4066666.667,0.8169159
4070000,0.801359765
4073333.333,0.74955423
4076666.667,0.647958992
4080000,0.726004539
4083333.333,0.777992798
4086666.667,0.716081519
4090000,0.526731932
4093333.333,0.862626716
4096666.667,1.172163502
4100000,1.095932609
4103333.333,0.77134941
4106666.667,0.764424971
4110000,0.700301186
4113333.333,0.591228739
4116666.667,0.485335156
4120000,0.871631367
4123333.333,0.909314816
4126666.667,0.873133261
4130000,1.014191999
4133333.333,0.846701787
4136666.667,0.839308835
4140000,0.706895874
4143333.333,0.850194644
4146666.667,0.847509884
4150000,0.915403092
4153333.333,1.1714339
4156666.667,0.831764064
4160000,0.762813586
4163333.333,0.621459459
4166666.667,0.832780355
4170000,0.82355988
4173333.333,0.712212781
4176666.667,0.706361245
4180000,0.923594037
4183333.333,1.033353572
4186666.667,0.838515647
4190000,0.59909148
4193333.333,0.530237374
4196666.667,0.6502229
4200000,0.8887078
4203333.333,1.091755407
4206666.667,0.839404116
4210000,0.739235405
4213333.333,0.555182951
4216666.667,0.656714124
4220000,0.94372676
4223333.333,1.002329355
4226666.667,0.8886305
4230000,0.679361687
4233333.333,0.560515753
4236666.667,0.798045636
4240000,0.789867675
4243333.333,0.835024957
4246666.667,0.743142271
4250000,0.776740806
4253333.333,0.910503365
4256666.667,0.575423893
4260000,0.571685698
4263333.333,0.608445241
4266666.667,0.715046125
4270000,0.888915209
4273333.333,0.927224556
4276666.667,0.719319408
4280000,0.853569037
4283333.333,0.788407254
4286666.667,0.958527154
4290000,0.804632322
4293333.333,0.789336295
4296666.667,0.857666767
4300000,0.789163946
4303333.333,0.736522688
4306666.667,0.665208254
4310000,0.658368337
4313333.333,0.589093091
4316666.667,0.452684061
4320000,0.587979173
4323333.333,0.721906822
4326666.667,0.584414381
4330000,0.558454301
4333333.333,0.786909152
4336666.667,0.869390273
4340000,0.698618476
4343333.333,0.684238333
4346666.667,0.541554697
4350000,0.72982849
4353333.333,0.794848921
4356666.667,0.842593649
4360000,0.753016095
4363333.333,0.868223286
4366666.667,0.964392741
4370000,0.910972894
4373333.333,0.647265303
4376666.667,0.722054669
4380000,0.698431261
4383333.333,0.620562667
4386666.667,0.647754548
4390000,0.704194541
4393333.333,0.771865916
4396666.667,0.709902298
4400000,0.709791085
4403333.333,0.73902907
4406666.667,0.776522252
4410000,0.865482278
4413333.333,0.675144876
4416666.667,0.596994204
4420000,0.526026727
4423333.333,0.5681466
4426666.667,0.545469396
4430000,0.664816822
4433333.333,0.607147965
4436666.667,0.70982984
4440000,0.637944054
4443333.333,0.467734256
4446666.667,0.511791437
4450000,0.748804662
4453333.333,0.634627323
4456666.667,0.473849127
4460000,0.617178358
4463333.333,0.712487928
4466666.667,0.530801131
4470000,0.769986945
4473333.333,0.681592243
4476666.667,0.615179824
4480000,0.641931054
4483333.333,0.664117424
4486666.667,0.803296328
4490000,0.689994374
4493333.333,0.688065273
4496666.667,0.697158202
4500000,0.60908035
4503333.333,0.594718592
4506666.667,0.721772583
4510000,0.759437303
4513333.333,0.672457401
4516666.667,0.976043227
4520000,0.705536161
4523333.333,0.518690921
4526666.667,0.409852199
4530000,0.504260473
4533333.333,0.751217426
4536666.667,0.843451213
4540000,0.646297013
4543333.333,0.624961397
4546666.667,0.681438693
4550000,0.633192599
4553333.333,0.620534308
4556666.667,0.637094505
4560000,0.56028219
4563333.333,0.514226673
4566666.667,0.685930148
4570000,0.760950906
4573333.333,0.73874025
4576666.667,0.540288212
4580000,0.59020499
4583333.333,0.616568878
4586666.667,0.474463349
4590000,0.566402244
4593333.333,0.696845962
4596666.667,0.653982751
4600000,0.780049306
4603333.333,0.838281243
4606666.667,0.741772233
4610000,0.620090102
4613333.333,0.708443739
4616666.667,0.505735745
4620000,0.710114638
4623333.333,0.858910047
4626666.667,0.764717019
4630000,0.811745139
4633333.333,0.731469668
4636666.667,0.706589867
4640000,0.800822743
4643333.333,0.799046483
4646666.667,0.868284785
4650000,0.816456816
4653333.333,0.687660538
4656666.667,0.569659639
4660000,0.567694437
4663333.333,0.724061443
4666666.667,0.715215256
4670000,0.578351124
4673333.333,0.747242683
4676666.667,0.578335914
4680000,0.622596746
4683333.333,0.681995189
4686666.667,0.586431261
4690000,0.55586866
4693333.333,0.659441444
4696666.667,0.646343642
4700000,0.617440779
4703333.333,0.627264
4706666.667,0.689567482
4710000,0.570555133
4713333.333,0.70795396
4716666.667,1.179832612
4720000,1.119751261
4723333.333,0.978767913
4726666.667,0.830327356
4730000,0.77438416
4733333.333,0.751337039
4736666.667,0.541816711
4740000,0.564825899
4743333.333,0.61623913
4746666.667,0.419909184
4750000,0.636408254
4753333.333,0.600713353
4756666.667,0.509213542
4760000,0.59484353
4763333.333,0.644330501
4766666.667,0.720500485
4770000,0.650571296
4773333.333,0.567512116
4776666.667,0.869677479
4780000,0.839193406
4783333.333,0.699854384
4786666.667,0.544067037
4790000,0.539327203
4793333.333,0.465205844
4796666.667,0.471368753
4800000,0.662293227
4803333.333,0.797847328
4806666.667,0.756040684
4810000,0.508120906
4813333.333,0.412704741
4816666.667,0.399753972
4820000,0.400839668
4823333.333,0.480171387
4826666.667,0.532321997
4830000,0.559022392
4833333.333,0.52456993
4836666.667,0.643093329
4840000,0.502593088
4843333.333,0.626404183
4846666.667,0.766880264
4850000,0.594003153
4853333.333,0.583311008
4856666.667,0.575417825
4860000,0.497247805
4863333.333,0.672678829
4866666.667,0.643680476
4870000,0.410230002
4873333.333,0.587493123
4876666.667,0.514002964
4880000,0.433320709
4883333.333,0.45898728
4886666.667,0.576214592
4890000,0.674716031
4893333.333,0.589312623
4896666.667,0.672452481
4900000,0.511522483
4903333.333,0.389721773
4906666.667,0.438565791
4910000,0.427778786
4913333.333,0.521721624
4916666.667,0.68887012
4920000,0.853800024
4923333.333,0.597669694
4926666.667,0.427704228
4930000,0.412178124
4933333.333,0.525742457
4936666.667,0.587241744
4940000,0.619617717
4943333.333,0.566591915
4946666.667,0.424084884
4950000,0.329280869
4953333.333,0.46898939
4956666.667,0.652993286
4960000,0.658159013
4963333.333,0.561621343
4966666.667,0.629632728
4970000,0.477123129
4973333.333,0.410232564
4976666.667,0.466640638
4980000,0.518768706
4983333.333,0.745825687
4986666.667,0.760078831
4990000,0.694895629
4993333.333,0.657169636
4996666.667,0.784875509
5000000,0.657630171
5003333.333,0.653816171
5006666.667,0.563739682
5010000,0.439207077
5013333.333,0.503767775
5016666.667,0.41770886
5020000,0.431021136
5023333.333,0.503483908
5026666.667,0.508202172
5030000,0.47229332
5033333.333,0.511107747
5036666.667,0.51394561
5040000,0.453974098
5043333.333,0.383906638
5046666.667,0.41928215
5050000,0.642896069
5053333.333,0.647838253
5056666.667,0.53488745
5060000,0.482377477
5063333.333,0.366385669
5066666.667,0.539920753
5070000,0.581444376
5073333.333,0.475821281
5076666.667,0.499444678
5080000,0.477742234
5083333.333,0.370832282
5086666.667,0.426770839
5090000,0.53836118
5093333.333,0.612852557
5096666.667,0.60667119
5100000,0.481695686
5103333.333,0.396021007
5106666.667,0.52832546
5110000,0.508594333
5113333.333,0.50438546
5116666.667,0.414568577
5120000,0.390416278
5123333.333,0.370701976
5126666.667,0.421299654
5130000,0.410174922
5133333.333,0.509511868
5136666.667,0.658339127
5140000,0.60008882
5143333.333,0.501608147
5146666.667,0.624314898
5150000,0.594797255
5153333.333,0.46452267
5156666.667,0.407176715
5160000,0.495845531
5163333.333,0.49348658
5166666.667,0.39939872
5170000,0.450945826
5173333.333,0.523342284
5176666.667,0.52396027
5180000,0.598258935
5183333.333,0.428494614
5186666.667,0.398066356
5190000,0.472982181
5193333.333,0.491330903
5196666.667,0.479836061
5200000,0.39420818
5203333.333,0.369923053
5206666.667,0.352280235
5210000,0.4302481
5213333.333,0.46294416
5216666.667,0.54659702
5220000,0.429992325
5223333.333,0.448068246
5226666.667,0.378681468
5230000,0.341979344
5233333.333,0.319487214
5236666.667,0.411046395
5240000,0.414817148
5243333.333,0.458460347
5246666.667,0.476783345
5250000,0.422935612
5253333.333,0.332972853
5256666.667,0.464434072
5260000,0.425520078
5263333.333,0.433110088
5266666.667,0.461327583
5270000,0.582561248
5273333.333,0.468273333
5276666.667,0.543544935
5280000,0.568487348
5283333.333,0.484489779
5286666.667,0.461455283
5290000,0.397247836
5293333.333,0.289026663
5296666.667,0.333533971
5300000,0.440069044
5303333.333,0.416980148
5306666.667,0.413160986
5310000,0.494069816
5313333.333,0.392582446
5316666.667,0.488081082
5320000,0.453252098
5323333.333,0.381127196
5326666.667,0.413946832
5330000,0.405352509
5333333.333,0.380146234
5336666.667,0.40758265
5340000,0.363237647
5343333.333,0.373466432
5346666.667,0.390837529
5350000,0.434875621
5353333.333,0.431750184
5356666.667,0.458167888
5360000,0.379183777
5363333.333,0.413365414
5366666.667,0.520113574
5370000,0.538651777
5373333.333,0.394345065
5376666.667,0.412315526
5380000,0.442741191
5383333.333,0.315739477
5386666.667,0.313116347
5390000,0.35628006
5393333.333,0.436354046
5396666.667,0.440313201
5400000,0.403986089
5403333.333,0.45483829
5406666.667,0.538836743
5410000,0.431097296
5413333.333,0.445169184
5416666.667,0.457872816
5420000,0.550889044
5423333.333,0.507184685
5426666.667,0.450117544
5430000,0.380454576
5433333.333,0.428438321
5436666.667,0.556626413
5440000,0.505694499
5443333.333,0.471387977
5446666.667,0.538126412
5450000,0.492440431
5453333.333,0.409213531
5456666.667,0.434672534
5460000,0.439901889
5463333.333,0.475312346
5466666.667,0.450571193
5470000,0.570106543
5473333.333,0.562879564
5476666.667,0.329484036
5480000,0.288837454
5483333.333,0.314403554
5486666.667,0.365983861
5490000,0.385915531
5493333.333,0.503326397
5496666.667,0.480085466
5500000,0.426029039
5503333.333,0.514745982
5506666.667,0.536997306
5510000,0.333254508
5513333.333,0.382600391
5516666.667,0.471444278
5520000,0.413004164
5523333.333,0.438883725
5526666.667,0.398261966
5530000,0.33506848
5533333.333,0.343707823
5536666.667,0.384765887
5540000,0.440323818
5543333.333,0.399413888
5546666.667,0.365264306
5550000,0.418662056
5553333.333,0.363926247
5556666.667,0.329879071
5560000,0.300578063
5563333.333,0.335127526
5566666.667,0.348668992
5570000,0.372290344
5573333.333,0.343748863
5576666.667,0.386703641
5580000,0.431826408
5583333.333,0.37189019
5586666.667,0.335428622
5590000,0.417114472
5593333.333,0.453854174
5596666.667,0.547018514
5600000,0.324273303
5603333.333,0.203651833
5606666.667,0.357301476
5610000,0.41114257
5613333.333,0.466849694
5616666.667,0.478818329
5620000,0.548467623
5623333.333,0.436939508
5626666.667,0.405924443
5630000,0.324824764
5633333.333,0.284060219
5636666.667,0.483889967
5640000,0.552283813
5643333.333,0.366758627
5646666.667,0.331955736
5650000,0.396044921
5653333.333,0.410151866
5656666.667,0.549564238
5660000,0.842588141
5663333.333,0.834126023
5666666.667,0.538424283
5670000,0.481068475
5673333.333,0.498476949
5676666.667,0.351938444
5680000,0.430964677
5683333.333,0.325316233
5686666.667,0.305380023
5690000,0.411320844
5693333.333,0.421794395
5696666.667,0.378368924
5700000,0.354025
5703333.333,0.316506383
5706666.667,0.390106422
5710000,0.394964485
5713333.333,0.379308174
5716666.667,0.407539239
5720000,0.328277432
5723333.333,0.360030001
5726666.667,0.351889799
5730000,0.4323194
5733333.333,0.359858414
5736666.667,0.321621692
5740000,0.331697669
5743333.333,0.35982962
5746666.667,0.275187324
5750000,0.253978705
5753333.333,0.322717159
5756666.667,0.309055941
5760000,0.304047474
5763333.333,0.35366809
5766666.667,0.362452162
5770000,0.344377665
5773333.333,0.383251379
5776666.667,0.316298259
5780000,0.431306114
5783333.333,0.515222484
5786666.667,0.330127237
5790000,0.350968565
5793333.333,0.360650694
5796666.667,0.375397614
5800000,0.38378025
5803333.333,0.418519719
5806666.667,0.391896032
5810000,0.408549794
5813333.333,0.315203645
5816666.667,0.348953663
5820000,0.272429715
5823333.333,0.235822899
5826666.667,0.256149357
5830000,0.320182827
5833333.333,0.394475693
5836666.667,0.376795863
5840000,0.322558115
5843333.333,0.361234657
5846666.667,0.397487377
5850000,0.438446595
5853333.333,0.405617408
5856666.667,0.346291056
5860000,0.335794752
5863333.333,0.317593111
5866666.667,0.339670993
5870000,0.374003187
5873333.333,0.395449807
5876666.667,0.395115331
5880000,0.35810889
5883333.333,0.320362792
5886666.667,0.350980414
5890000,0.324450995
5893333.333,0.306786378
5896666.667,0.255606081
5900000,0.379663004
5903333.333,0.358126843
5906666.667,0.278641458
5910000,0.267219726
5913333.333,0.364921104
5916666.667,0.385167943
5920000,0.411914942
5923333.333,0.329709085
5926666.667,0.25812598
5930000,0.377869614
5933333.333,0.4232127
5936666.667,0.348236893
5940000,0.337307732
5943333.333,0.426429896
5946666.667,0.343755898
5950000,0.293198424
5953333.333,0.293784596
5956666.667,0.41169419
5960000,0.414863522
5963333.333,0.39905247
5966666.667,0.322550164
5970000,0.388136476
5973333.333,0.306117652
5976666.667,0.212097092
5980000,0.290710759
5983333.333,0.354648835
5986666.667,0.370212619
5990000,0.268244234
5993333.333,0.369817232
5996666.667,0.400204269
6000000,0.347925382
6003333.333,0.319902229
6006666.667,0.382927054
6010000,0.358505155
6013333.333,0.299029611
6016666.667,0.37514645
6020000,0.326349413
6023333.333,0.383399971
6026666.667,0.379801038
6030000,0.324178781
6033333.333,0.387873612
6036666.667,0.314067214
6040000,0.236887598
6043333.333,0.334492193
6046666.667,0.393218039
6050000,0.334591677
6053333.333,0.249849023
6056666.667,0.303950434
6060000,0.243863131
6063333.333,0.257668927
6066666.667,0.399279917
6070000,0.35252125
6073333.333,0.403773827
6076666.667,0.293080394
6080000,0.274476449
6083333.333,0.243024351
6086666.667,0.339031366
6090000,0.30950752
6093333.333,0.274242837
6096666.667,0.385696892
6100000,0.384718746
6103333.333,0.269171079
6106666.667,0.346276933
6110000,0.276394136
6113333.333,0.280214599
6116666.667,0.299195872
6120000,0.311012559
6123333.333,0.332339567
6126666.667,0.279119909
6130000,0.272061344
6133333.333,0.262436946
6136666.667,0.254163189
6140000,0.31047184
6143333.333,0.299999389
6146666.667,0.32205852
6150000,0.322609232
6153333.333,0.284069812
6156666.667,0.246405018
6160000,0.239002677
6163333.333,0.283261322
6166666.667,0.293823623
6170000,0.284481423
6173333.333,0.322553572
6176666.667,0.40606972
6180000,0.38109139
6183333.333,0.31744097
6186666.667,0.2939906
6190000,0.31330439
6193333.333,0.364010709
6196666.667,0.323599424
6200000,0.3148074
6203333.333,0.291393756
6206666.667,0.305419812
6210000,0.266001157
6213333.333,0.31191108
6216666.667,0.308695805
6220000,0.250495245
6223333.333,0.372628447
6226666.667,0.399387345
6230000,0.414124426
6233333.333,0.355746638
6236666.667,0.304694064
6240000,0.301536069
6243333.333,0.204125047
6246666.667,0.239258918
6250000,0.253893039
6253333.333,0.254048257
6256666.667,0.253603895
6260000,0.314099719
6263333.333,0.329242997
6266666.667,0.314583009
6270000,0.418698291
6273333.333,0.352631694
6276666.667,0.296343052
6280000,0.246244213
6283333.333,0.223480271
6286666.667,0.185708422
6290000,0.206542981
6293333.333,0.285136776
6296666.667,0.314354213
6300000,0.268815289
6303333.333,0.36156169
6306666.667,0.362136761
6310000,0.348373814
6313333.333,0.353744216
6316666.667,0.316857536
6320000,0.254809915
6323333.333,0.23191737
6326666.667,0.301937062
6330000,0.328090675
6333333.333,0.319093933
6336666.667,0.446686376
6340000,0.394515891
6343333.333,0.302403208
6346666.667,0.240531394
6350000,0.264685555
6353333.333,0.274846451
6356666.667,0.408547237
6360000,0.428395121
6363333.333,0.424650329
6366666.667,0.2843321
6370000,0.211963556
6373333.333,0.221183971
6376666.667,0.30469296
6380000,0.379924304
6383333.333,0.408684033
6386666.667,0.38133342
6390000,0.315954162
6393333.333,0.311502399
6396666.667,0.289369761
6400000,0.276142893
6403333.333,0.238995832
6406666.667,0.291558961
6410000,0.312716943
6413333.333,0.266830101
6416666.667,0.251398952
6420000,0.278345932
6423333.333,0.319406956
6426666.667,0.269958181
6430000,0.308985898
6433333.333,0.345702841
6436666.667,0.272423451
6440000,0.273471473
6443333.333,0.346433479
6446666.667,0.367643345
6450000,0.338855545
6453333.333,0.251975889
6456666.667,0.251783168
6460000,0.25123853
6463333.333,0.242006931
6466666.667,0.278018926
6470000,0.303077776
6473333.333,0.286495774
6476666.667,0.19167672
6480000,0.179353097
6483333.333,0.20541562
6486666.667,0.209638527
6490000,0.262120449
6493333.333,0.260772614
6496666.667,0.251799226
6500000,0.289990866
6503333.333,0.235275443
6506666.667,0.256861444
6510000,0.2040356
6513333.333,0.221799554
6516666.667,0.285329042
6520000,0.230432641
6523333.333,0.252846054
6526666.667,0.212097092
6530000,0.269193908
6533333.333,0.280078042
6536666.667,0.322761471
6540000,0.28451876
6543333.333,0.263437881
6546666.667,0.254903814
6550000,0.270130707
6553333.333,0.246814214
6556666.667,0.229644141
6560000,0.314497762
6563333.333,0.295719528
6566666.667,0.300965252
6570000,0.324757516
6573333.333,0.231139793
6576666.667,0.257216337
6580000,0.25525028
6583333.333,0.243644909
6586666.667,0.354217806
6590000,0.383255094
6593333.333,0.318177221
6596666.667,0.294624241
6600000,0.44621064
6603333.333,0.580964084
6606666.667,0.482598364
6610000,0.527184906
6613333.333,0.463984395
6616666.667,0.34405146
6620000,0.254176297
6623333.333,0.244757773
6626666.667,0.274932436
6630000,0.29289744
6633333.333,0.302862008
6636666.667,0.233552793
6640000,0.214762731
6643333.333,0.256533133
6646666.667,0.286990561
6650000,0.297503703
6653333.333,0.326691122
6656666.667,0.233135431
6660000,0.241760039
6663333.333,0.205371206
6666666.667,0.265066404
6670000,0.231782548
6673333.333,0.237570458
6676666.667,0.279595598
6680000,0.319162853
6683333.333,0.24865282
6686666.667,0.233803195
6690000,0.228201112
6693333.333,0.196073611
6696666.667,0.22401857
6700000,0.228007205
6703333.333,0.244411584
6706666.667,0.317446604
6710000,0.261792886
6713333.333,0.217823825
6716666.667,0.238034701
6720000,0.286672435
6723333.333,0.199766984
6726666.667,0.214864696
6730000,0.281473753
6733333.333,0.275300645
6736666.667,0.219670316
6740000,0.207306285
6743333.333,0.189003215
6746666.667,0.22670549
6750000,0.208487213
6753333.333,0.228684804
6756666.667,0.237133937
6760000,0.240619681
6763333.333,0.210335056
6766666.667,0.213744406
6770000,0.229513814
6773333.333,0.251170367
6776666.667,0.226427512
6780000,0.197523358
6783333.333,0.205246148
6786666.667,0.229443874
6790000,0.284352363
6793333.333,0.326502531
6796666.667,0.286537525
6800000,0.238577541
6803333.333,0.26020405
6806666.667,0.242913937
6810000,0.221570728
6813333.333,0.202632322
6816666.667,0.216043688
6820000,0.198861592
6823333.333,0.242955339
6826666.667,0.253740891
6830000,0.231956861
6833333.333,0.282624077
6836666.667,0.367431158
6840000,0.257172723
6843333.333,0.200432604
6846666.667,0.201112784
6850000,0.195271191
6853333.333,0.190525266
6856666.667,0.222870856
6860000,0.206902168
6863333.333,0.29118219
6866666.667,0.373819742
6870000,0.290234323
6873333.333,0.255134092
6876666.667,0.244880481
6880000,0.201137001
6883333.333,0.189457361
6886666.667,0.273566657
6890000,0.291720973
6893333.333,0.306324613
6896666.667,0.3037553
6900000,0.223045565
6903333.333,0.234447703
6906666.667,0.256513887
6910000,0.205199034
6913333.333,0.201050005
6916666.667,0.218800353
6920000,0.196274695
6923333.333,0.200391418
6926666.667,0.213431064
6930000,0.175820037
6933333.333,0.202195914
6936666.667,0.255193698
6940000,0.240799248
6943333.333,0.208039069
6946666.667,0.279232981
6950000,0.260421399
6953333.333,0.364444031
6956666.667,0.346648935
6960000,0.242389814
6963333.333,0.212532064
6966666.667,0.223825502
6970000,0.238035676
6973333.333,0.20240821
6976666.667,0.189603639
6980000,0.246495369
6983333.333,0.248449412
6986666.667,0.200866209
6990000,0.178821574
6993333.333,0.232133167
6996666.667,0.188013296
7000000,0.207122381
7003333.333,0.212588311
