f,S_rock
26166666.67,0.464451791
26200000,0.392801774
26233333.33,0.468521084
26266666.67,0.516749636
26300000,0.461756944
26333333.33,0.410823312
26366666.67,0.413146845
26400000,0.469161982
26433333.33,0.423816624
26466666.67,0.429327663
26500000,0.489270871
26533333.33,0.424006741
26566666.67,0.446718457
26600000,0.465579688
26633333.33,0.391690726
26666666.67,0.403067535
26700000,0.506361751
26733333.33,0.492719764
26766666.67,0.397723206
26800000,0.348026844
26833333.33,0.367434795
26866666.67,0.433510312
26900000,0.531929542
26933333.33,0.411316996
26966666.67,0.401781035
27000000,0.424351925
27033333.33,0.379592764
27066666.67,0.362253516
27100000,0.357395926
27133333.33,0.418214423
27166666.67,0.434425992
27200000,0.41538025
27233333.33,0.421578803
27266666.67,0.430308448
27300000,0.439162012
27333333.33,0.446598158
27366666.67,0.559780794
27400000,0.58644964
27433333.33,0.399187667
27466666.67,0.364922312
27500000,0.546137258
27533333.33,0.497109604
27566666.67,0.410278681
27600000,0.383413594
27633333.33,0.467244704
27666666.67,0.438153973
27700000,0.349639238
27733333.33,0.40229209
27766666.67,0.542133272
27800000,0.432249707
27833333.33,0.387268491
27866666.67,0.376163876
27900000,0.420194354
27933333.33,0.525185742
27966666.67,0.472994561
28000000,0.46089299
28033333.33,0.442505675
28066666.67,0.375404966
28100000,0.474220918
28133333.33,0.438854577
28166666.67,0.584802796
28200000,0.576252547
28233333.33,0.42555139
28266666.67,0.54535271
28300000,0.456450223
28333333.33,0.371173378
28366666.67,0.470834758
28400000,0.449708384
28433333.33,0.500885999
28466666.67,0.415849578
28500000,0.46925103
28533333.33,0.520239068
28566666.67,0.386036057
28600000,0.466723982
28633333.33,0.463235417
28666666.67,0.610764132
28700000,0.618923638
28733333.33,0.618508321
28766666.67,0.780991085
28800000,0.940449974
28833333.33,1.119243391
28866666.67,0.827290298
28900000,0.641498476
28933333.33,0.499765577
28966666.67,0.588773844
29000000,0.656791922
29033333.33,0.670112509
29066666.67,0.577721606
29100000,0.631308113
29133333.33,0.591560957
29166666.67,0.720415606
29200000,0.503810362
29233333.33,0.443402833
29266666.67,0.702777069
29300000,0.771038536
29333333.33,0.708607037
29366666.67,0.625605066
29400000,0.723032198
29433333.33,0.751028491
29466666.67,0.624288034
29500000,0.603387168
29533333.33,0.56972455
29566666.67,0.574213857
29600000,0.516930802
29633333.33,0.610610965
29666666.67,0.598347114
29700000,0.702364677
29733333.33,0.619529558
29766666.67,0.749543841
29800000,0.6358962
29833333.33,0.529935953
29866666.67,0.528162656
29900000,0.560842223
29933333.33,0.821758567
29966666.67,0.79283353
30000000,0.583149104
30033333.33,0.741174637
30066666.67,0.610060972
30100000,0.746701646
30133333.33,0.878368207
30166666.67,0.688541487
30200000,0.719394045
30233333.33,0.710568074
30266666.67,0.726592579
30300000,0.618459562
30333333.33,0.866874586
30366666.67,0.849267304
30400000,0.810043201
30433333.33,0.664554301
30466666.67,0.660671475
30500000,0.603284638
30533333.33,0.590573806
30566666.67,0.525410422
30600000,0.686586246
30633333.33,0.762609226
30666666.67,0.609406616
30700000,0.618692365
30733333.33,0.599097672
30766666.67,0.724606133
30800000,0.877794727
30833333.33,0.701297379
30866666.67,0.823937444
30900000,0.767437321
30933333.33,0.701175119
30966666.67,0.834073052
31000000,0.764603341
31033333.33,0.965683567
31066666.67,1.000300023
31100000,0.74874409
31133333.33,0.69455556
31166666.67,0.943542192
31200000,1.073215194
31233333.33,0.804061923
31266666.67,0.748886006
31300000,0.778142751
31333333.33,0.92543438
31366666.67,0.881829927
31400000,0.655123504
31433333.33,0.753279919
31466666.67,0.766176349
31500000,1.084012063
31533333.33,0.927197594
31566666.67,1.214340085
31600000,1.023820186
31633333.33,0.916923069
31666666.67,1.126090258
31700000,1.085428502
31733333.33,0.84815627
31766666.67,0.720901185
31800000,0.51777235
31833333.33,0.692110853
31866666.67,0.754075141
31900000,0.843440192
31933333.33,0.790112988
31966666.67,0.820573281
32000000,0.998514552
32033333.33,0.97573106
32066666.67,1.037501142
32100000,0.859136195
32133333.33,1.088946513
32166666.67,1.038032908
32200000,1.006954048
32233333.33,1.419400601
32266666.67,1.448932209
32300000,1.111847931
32333333.33,1.117714128
32366666.67,1.259608916
32400000,1.322224014
32433333.33,1.313882185
32466666.67,0.936191705
32500000,1.1547931
32533333.33,1.245938159
32566666.67,1.010499416
32600000,1.26277136
32633333.33,1.392692655
32666666.67,1.580230013
32700000,1.339954414
32733333.33,1.040746829
32766666.67,1.281455696
32800000,1.537788486
32833333.33,1.463545872
32866666.67,1.265616
32900000,1.159844996
32933333.33,1.10712484
32966666.67,1.344653606
33000000,1.227588657
33033333.33,1.480419726
33066666.67,1.558707304
33100000,1.8769137
33133333.33,1.695618061
33166666.67,1.408935764
33200000,1.473849416
33233333.33,1.785724416
33266666.67,1.906677681
33300000,1.649490706
33333333.33,1.544504614
33366666.67,1.793933427
33400000,1.460856578
33433333.33,1.418080852
33466666.67,1.737239986
33500000,1.672115369
33533333.33,1.513802955
33566666.67,1.600763935
33600000,1.85698672
33633333.33,2.200089893
33666666.67,2.085294843
33700000,1.89059475
33733333.33,1.65962671
33766666.67,1.919097649
33800000,1.876064393
33833333.33,1.906266217
33866666.67,2.266987945
33900000,2.054985324
33933333.33,1.838367186
33966666.67,2.523122572
34000000,2.510253647
34033333.33,2.129501037
34066666.67,2.758851238
34100000,2.241095827
34133333.33,1.962955113
34166666.67,2.430767864
34200000,2.395824144
34233333.33,2.58702133
34266666.67,2.906363498
34300000,3.666271392
34333333.33,3.414113544
34366666.67,2.852842609
34400000,2.940028052
34433333.33,3.21342193
34466666.67,2.823048517
34500000,2.829049992
34533333.33,3.562184391
39566666.67,4.424863703
39600000,5.015234839
39633333.33,5.388382622
39666666.67,3.874779655
39700000,4.066469869
39733333.33,3.979258957
39766666.67,4.439655488
39800000,3.462837157
39833333.33,3.263659034
39866666.67,4.692860023
39900000,4.002576415
39933333.33,2.906489655
39966666.67,2.877935817
40000000,3.047478964
40033333.33,4.152865228
40066666.67,4.466379251
40100000,2.930358525
40133333.33,2.370762314
40166666.67,2.740329295
40200000,3.649796277
40233333.33,2.697609154
40266666.67,2.243401844
40300000,2.718350183
40333333.33,3.05259602
40366666.67,2.472960679
40400000,2.130986844
40433333.33,2.385433915
40466666.67,2.04913499
40500000,2.710471615
40533333.33,2.45336774
40566666.67,2.04753777
40600000,2.411504622
40633333.33,2.215441726
40666666.67,2.737049286
40700000,2.924838767
40733333.33,2.418494633
40766666.67,2.528872799
40800000,2.743101125
40833333.33,2.427192623
40866666.67,2.583291137
40900000,2.202146185
40933333.33,1.805037929
40966666.67,1.778059567
41000000,1.883396672
41033333.33,1.857785356
41066666.67,1.717386661
41100000,1.683604861
41133333.33,2.038430086
41166666.67,2.245571182
41200000,2.034594138
41233333.33,2.142482093
41266666.67,2.072502865
41300000,1.831770058
41333333.33,1.369276766
41366666.67,1.569590526
41400000,1.638717455
41433333.33,1.52557329
41466666.67,1.544705951
41500000,1.51511481
41533333.33,1.598805985
41566666.67,1.629135693
41600000,1.900565532
41633333.33,1.764386203
41666666.67,1.471204037
41700000,1.712687838
41733333.33,1.858625063
41766666.67,1.970365268
41800000,2.308615865
41833333.33,1.945327563
41866666.67,1.963655703
41900000,1.630215686
41933333.33,1.206124508
41966666.67,1.580373323
42000000,1.487072936
42033333.33,1.306748483
42066666.67,1.217729906
42100000,1.440784907
42133333.33,1.464780099
42166666.67,1.3805874
42200000,1.077194894
42233333.33,1.026049469
42266666.67,1.096839385
42300000,1.16161404
42333333.33,1.203079923
42366666.67,1.06608103
42400000,1.122544488
42433333.33,1.22763076
42466666.67,1.216624442
42500000,1.222377895
42533333.33,1.28436209
42566666.67,0.970406248
42600000,1.091260194
42633333.33,1.177806632
42666666.67,1.20449747
42700000,0.920958832
42733333.33,0.906997188
42766666.67,1.127924713
42800000,0.991524037
42833333.33,0.816791175
42866666.67,0.883449606
42900000,0.746912506
42933333.33,0.941841135
42966666.67,0.947410223
43000000,0.971206308
43033333.33,0.967486665
43066666.67,0.977513848
43100000,1.035733644
43133333.33,1.184784356
43166666.67,1.123977392
43200000,0.845842572
43233333.33,1.015225517
43266666.67,1.175418084
43300000,1.105807877
43333333.33,1.109788506
43366666.67,1.063035233
43400000,1.057863676
43433333.33,1.268894108
43466666.67,1.463383768
43500000,0.994467673
43533333.33,0.674867179
43566666.67,0.814197624
43600000,0.75418456
43633333.33,0.79809209
43666666.67,0.948434463
43700000,0.775371825
43733333.33,0.953972191
43766666.67,0.953946797
43800000,0.870552445
43833333.33,0.847589057
43866666.67,0.927829371
43900000,1.045813023
43933333.33,1.140250231
43966666.67,1.029591737
44000000,1.021399273
44033333.33,1.232646181
44066666.67,1.148748809
44100000,1.047085586
44133333.33,1.006823601
44166666.67,0.88965265
44200000,1.016678973
44233333.33,0.994268237
44266666.67,0.824805443
44300000,0.973884765
44333333.33,1.032999846
44366666.67,1.024378797
44400000,0.972328128
44433333.33,1.100438764
44466666.67,1.129212271
44500000,0.970075286
44533333.33,0.744271995
44566666.67,0.8556139
44600000,1.034152726
44633333.33,1.093634893
44666666.67,0.868707882
44700000,0.75747605
44733333.33,0.951867556
44766666.67,0.885727559
44800000,0.838881969
44833333.33,0.82812002
44866666.67,0.920722769
44900000,0.713021493
44933333.33,0.744468706
44966666.67,0.743480236
45000000,0.911009163
45033333.33,1.071460993
45066666.67,0.972101346
45100000,1.137484108
45133333.33,1.178835691
45166666.67,0.902363205
45200000,1.08499514
45233333.33,1.363331794
45266666.67,1.005343118
45300000,0.749152567
45333333.33,0.974542122
45366666.67,1.028891722
45400000,0.929438677
45433333.33,0.986470077
45466666.67,0.965054746
45500000,0.9427206
45533333.33,0.928083684
45566666.67,0.690710588
45600000,0.856020946
45633333.33,1.024617671
45666666.67,0.824353228
45700000,0.810493275
45733333.33,0.881467488
45766666.67,0.845559329
45800000,0.939757687
45833333.33,1.134158971
45866666.67,0.918555479
45900000,0.925497873
45933333.33,0.816988208
45966666.67,0.901028101
46000000,0.987475464
46033333.33,0.854415528
46066666.67,0.930379852
46100000,0.863999994
46133333.33,0.845414047
46166666.67,0.981627174
46200000,0.887850139
46233333.33,0.722221227
46266666.67,0.73784664
46300000,0.909490284
46333333.33,0.884841236
46366666.67,0.812444441
46400000,0.884173493
46433333.33,0.853929391
46466666.67,0.832570477
46500000,1.057351532
46533333.33,1.093894259
46566666.67,1.029782508
46600000,1.106691376
46633333.33,1.031863861
46666666.67,1.112240218
46700000,0.947961219
46733333.33,0.821185753
46766666.67,0.828575088
46800000,1.001828835
46833333.33,1.109432464
46866666.67,1.129903095
46900000,0.778848611
46933333.33,0.890399832
46966666.67,0.856156032
47000000,0.962268788
47033333.33,1.300779027
47066666.67,1.462972497
47100000,1.203654741
47133333.33,1.306195266
47166666.67,1.153527553
47200000,0.978481029
47233333.33,0.974658614
47266666.67,1.083897539
47300000,1.087563237
47333333.33,0.900490919
47366666.67,0.933179184
47400000,0.852455191
47433333.33,1.048451076
47466666.67,1.058787493
47500000,0.968596494
47533333.33,0.929338416
47566666.67,1.027534978
47600000,1.270079412
47633333.33,1.041042699
47666666.67,0.96745519
47700000,1.007624478
47733333.33,1.059876427
47766666.67,1.02553496
47800000,1.195381422
47833333.33,0.920772666
47866666.67,1.105397802
47900000,1.316685106
47933333.33,1.301080141
47966666.67,1.157081008
48000000,1.15559705
48033333.33,1.146670464
48066666.67,0.9626357
48100000,0.794363995
48133333.33,1.067425785
48166666.67,1.339424302
48200000,1.244083698
48233333.33,0.71463353
48266666.67,0.869052773
48300000,0.954257413
48333333.33,1.250970667
48366666.67,1.15902019
48400000,1.121146381
48433333.33,1.465089947
48466666.67,1.519019275
48500000,1.142788794
48533333.33,1.446227518
48566666.67,1.238023402
48600000,1.375478605
48633333.33,1.213608486
48666666.67,1.096196436
48700000,0.963483591
48733333.33,0.990112562
48766666.67,1.24109849
48800000,0.973328257
48833333.33,1.178182164
48866666.67,1.300988891
48900000,1.290748204
48933333.33,1.428371571
48966666.67,1.360066756
49000000,1.343306498
49033333.33,1.239532636
49066666.67,0.937089825
49100000,0.966078649
49133333.33,1.337489937
49166666.67,1.322309107
49200000,1.267000123
49233333.33,1.494909702
49266666.67,1.643675279
49300000,1.49827637
49333333.33,1.770355319
49366666.67,1.914584179
49400000,1.559179266
49433333.33,1.326433621
49466666.67,1.58281561
49500000,1.83223296
49533333.33,1.885318479
49566666.67,1.175186084
49600000,1.273625103
49633333.33,1.85983861
49666666.67,1.869017094
49700000,1.294850547
49733333.33,1.323035954
49766666.67,1.723848206
49800000,1.557104666
49833333.33,1.826827966
49866666.67,1.698841133
49900000,1.711374158
49933333.33,1.468762206
49966666.67,1.402609125
50000000,1.743588203
50033333.33,1.931324458
50066666.67,1.793095074
50100000,1.934772504
50133333.33,1.667233594
50166666.67,1.862921982
50200000,1.83601958
50233333.33,1.493594404
50266666.67,1.122031748
50300000,1.629199513
50333333.33,2.01447494
50366666.67,2.033230735
50400000,1.715172645
50433333.33,1.910885993
50466666.67,2.431148298
50500000,2.462683658
50533333.33,2.129900899
50566666.67,2.222830519
50600000,2.059411554
50633333.33,2.328502039
50666666.67,2.458570688
50700000,2.378942234
50733333.33,2.572617108
50766666.67,2.378883624
50800000,1.969618572
50833333.33,1.745984321
50866666.67,1.865895896
50900000,2.08465662
50933333.33,1.82899117
50966666.67,2.197257759
51000000,2.380811968
51033333.33,2.260073249
51066666.67,2.008121395
51100000,1.708431985
51133333.33,2.093481991
51166666.67,2.149900793
51200000,2.502205131
51233333.33,3.702868913
51266666.67,2.993398261
51300000,2.124731861
51333333.33,2.309466814
51366666.67,2.383411069
51400000,3.530513229
51433333.33,3.322384753
51466666.67,2.930882368
51500000,3.44370043
51533333.33,3.211274752
51566666.67,3.49652975
51600000,3.937105198
51633333.33,3.434520737
51666666.67,2.374511493
51700000,2.601556088
51733333.33,3.214074471
51766666.67,3.312643884
51800000,3.54576432
51833333.33,2.963441746
51866666.67,3.291412351
51900000,3.455248969
51933333.33,2.678184618
51966666.67,3.887096151
52000000,3.888981203
52033333.33,3.405028754
52066666.67,5.389719767
52100000,5.181131964
52133333.33,4.61709648
52166666.67,4.234363871
52200000,4.305911355
52233333.33,3.884450752
52266666.67,3.933538389
52300000,3.680231702
52333333.33,3.561406835
52366666.67,4.589192218
52400000,5.281070571
52433333.33,4.317311019
52466666.67,3.731843513
52500000,4.343685391
52533333.33,4.675143435
52566666.67,5.251471809
52600000,6.362118361
52633333.33,7.14278007
52666666.67,5.717134449
52700000,5.580763668
52733333.33,5.180613001
52766666.67,7.320092791
52800000,7.933359491
52833333.33,6.333899692
52866666.67,6.946187056
52900000,7.329327097
52933333.33,7.681578092
52966666.67,6.112217844
53000000,5.85057409
53033333.33,7.08713846
58066666.67,10.03063643
58100000,8.674921684
58133333.33,8.608614194
58166666.67,7.925519953
58200000,8.893039694
58233333.33,8.391786272
58266666.67,7.530408617
58300000,9.506732723
58333333.33,8.929046399
58366666.67,6.095684475
58400000,5.133899488
58433333.33,6.578568376
58466666.67,7.762018882
58500000,7.103781445
58533333.33,7.396920394
58566666.67,6.197674977
58600000,4.905649117
58633333.33,5.141832889
58666666.67,5.85723735
58700000,4.759758166
58733333.33,5.997987948
58766666.67,5.302952319
58800000,5.708343538
58833333.33,6.292507029
58866666.67,5.256606267
58900000,6.218415006
58933333.33,6.110195678
58966666.67,5.311655918
59000000,4.949935274
59033333.33,4.581521922
59066666.67,5.004303221
59100000,5.676582623
59133333.33,5.15750913
59166666.67,4.144709653
59200000,3.938387104
59233333.33,4.875392065
59266666.67,6.310375106
59300000,3.913006209
59333333.33,4.635688894
59366666.67,4.856619843
59400000,4.582236859
59433333.33,4.472975433
59466666.67,3.802227005
59500000,3.924000466
59533333.33,4.937746187
59566666.67,4.668939958
59600000,4.067151492
59633333.33,4.856910746
59666666.67,4.990983871
59700000,3.69961374
59733333.33,3.990517626
59766666.67,4.331172836
59800000,4.079684951
59833333.33,3.955281687
59866666.67,4.214722774
59900000,3.585959558
59933333.33,4.438770572
59966666.67,5.480814761
60000000,5.301520065
60033333.33,3.89429572
60066666.67,2.983575654
60100000,2.595127684
60133333.33,4.072961713
60166666.67,4.193800207
60200000,4.196290795
60233333.33,4.393454947
60266666.67,2.57366619
60300000,3.547259596
60333333.33,4.762564229
60366666.67,3.459923648
60400000,3.28065192
60433333.33,3.16426463
60466666.67,4.053497689
60500000,3.562860103
60533333.33,3.270907359
60566666.67,3.306142158
60600000,3.531020568
60633333.33,2.726395392
60666666.67,3.653006529
60700000,3.649467688
60733333.33,3.477128466
60766666.67,3.143071583
60800000,2.965380433
60833333.33,2.909200987
60866666.67,2.816177354
60900000,2.70605132
60933333.33,3.213697997
60966666.67,3.64810382
61000000,3.188585207
61033333.33,3.204407887
61066666.67,3.844858211
61100000,3.217560588
61133333.33,2.94117698
61166666.67,3.160007525
61200000,2.769222154
61233333.33,2.170005933
61266666.67,2.086837379
61300000,2.202368785
61333333.33,2.517867595
61366666.67,2.472372575
61400000,2.530374211
61433333.33,2.362974617
61466666.67,2.421067536
61500000,1.860234121
61533333.33,2.351002757
61566666.67,2.83497702
61600000,2.388319886
61633333.33,2.209664412
61666666.67,1.884829698
61700000,2.076091948
61733333.33,2.572915449
61766666.67,2.556449232
61800000,2.667482697
61833333.33,2.426345175
61866666.67,2.32364902
61900000,2.211600251
61933333.33,2.538139668
61966666.67,2.15054306
62000000,2.357407098
62033333.33,2.24413283
62066666.67,2.237390716
62100000,2.183467254
62133333.33,2.594306169
62166666.67,2.487427357
62200000,2.348111846
62233333.33,2.403799076
62266666.67,2.640004286
62300000,2.145266997
62333333.33,1.856161008
62366666.67,1.913671056
62400000,1.491524838
62433333.33,2.090198846
62466666.67,1.809320912
62500000,1.800660721
62533333.33,2.095641303
62566666.67,1.866753829
62600000,1.852416271
62633333.33,2.205545772
62666666.67,2.576589991
62700000,2.893608526
62733333.33,2.566871805
62766666.67,2.116370301
62800000,1.965312395
62833333.33,2.256373507
62866666.67,2.342497592
62900000,2.088579917
62933333.33,1.802078032
62966666.67,1.794549594
63000000,1.696237946
63033333.33,1.897831354
63066666.67,2.197450464
63100000,1.908768823
63133333.33,1.59737496
63166666.67,1.551825793
63200000,1.705959903
63233333.33,2.162961431
63266666.67,1.857471878
63300000,1.8210207
63333333.33,1.677504184
63366666.67,1.552463668
63400000,1.692127469
63433333.33,1.781640318
63466666.67,1.683924071
63500000,1.624643398
63533333.33,2.135877023
63566666.67,2.388996827
63600000,2.16207616
63633333.33,2.189032693
63666666.67,2.012125228
63700000,2.485777923
63733333.33,2.095091238
63766666.67,1.625867259
63800000,1.774679573
63833333.33,1.66588842
63866666.67,2.205777455
63900000,1.996244023
63933333.33,1.554338186
63966666.67,1.774466432
64000000,2.156539242
64033333.33,2.012752251
64066666.67,1.869596798
64100000,1.528044572
64133333.33,1.563877804
64166666.67,1.974929924
64200000,1.948478183
64233333.33,1.649757856
64266666.67,1.447747994
64300000,1.73082441
64333333.33,2.006180462
64366666.67,1.951824144
64400000,2.123052985
64433333.33,2.245289468
64466666.67,1.846228738
64500000,1.656804035
64533333.33,1.600956254
64566666.67,2.311999317
64600000,2.045389089
64633333.33,1.49445735
64666666.67,1.197599734
64700000,1.954183122
64733333.33,1.92193305
64766666.67,1.690345818
64800000,1.889987054
64833333.33,1.936113622
64866666.67,2.212215972
64900000,2.107490958
64933333.33,1.391012666
64966666.67,1.506275108
65000000,1.719429013
65033333.33,1.684038267
65066666.67,2.065719182
65100000,1.78551863
65133333.33,2.161241053
65166666.67,1.771002024
65200000,1.59670265
65233333.33,1.809425832
65266666.67,1.701034152
65300000,2.280661755
65333333.33,2.721483695
65366666.67,2.736414033
65400000,2.397362949
65433333.33,2.355135276
65466666.67,2.441287501
65500000,2.075371578
65533333.33,2.176704834
65566666.67,2.248434272
65600000,2.316511396
65633333.33,2.295540131
65666666.67,2.299180853
65700000,2.172118864
65733333.33,2.304633682
65766666.67,2.174188587
65800000,1.607671844
65833333.33,2.090832133
65866666.67,2.368730309
65900000,2.478962079
65933333.33,1.93655891
65966666.67,2.578343141
66000000,2.411815212
66033333.33,1.429110266
66066666.67,1.838773968
66100000,2.170592264
66133333.33,2.382710222
66166666.67,2.288185656
66200000,1.909398876
66233333.33,1.855915782
66266666.67,2.067260213
66300000,2.019221106
66333333.33,2.442225069
66366666.67,2.423243282
66400000,1.813894482
66433333.33,1.92764623
66466666.67,2.079995644
66500000,2.225843189
66533333.33,2.015088133
66566666.67,2.389071018
66600000,2.220424832
66633333.33,1.748040958
66666666.67,2.015278356
66700000,2.498407003
66733333.33,2.371033314
66766666.67,2.319885396
66800000,2.437517175
66833333.33,1.619546393
66866666.67,2.046956857
66900000,2.069195941
66933333.33,2.400479225
66966666.67,2.680083313
67000000,2.231504168
67033333.33,2.215888279
67066666.67,2.192854527
67100000,2.03186779
67133333.33,2.381935396
67166666.67,2.388839175
67200000,2.345865951
67233333.33,2.522465004
67266666.67,2.427230014
67300000,2.5599904
67333333.33,2.46147545
67366666.67,1.9743032
67400000,1.896985591
67433333.33,2.056837852
67466666.67,2.065420243
67500000,2.161632122
67533333.33,2.4104705
67566666.67,2.47582987
67600000,3.224398427
67633333.33,3.419144923
67666666.67,2.577061934
67700000,2.843917978
67733333.33,3.102413709
67766666.67,3.078694854
67800000,2.315516109
67833333.33,2.136496729
67866666.67,2.689390084
67900000,2.541221763
67933333.33,2.570474693
67966666.67,2.757738495
68000000,3.021047229
68033333.33,2.969487168
68066666.67,2.662268669
68100000,2.269882732
68133333.33,2.510054019
68166666.67,2.943571588
68200000,3.639670315
68233333.33,3.106942073
68266666.67,3.402062203
68300000,3.842717281
68333333.33,3.1772706
68366666.67,3.218421648
68400000,4.005357793
68433333.33,3.412912624
68466666.67,3.061264625
68500000,3.425205234
68533333.33,3.45825721
68566666.67,3.021380957
68600000,3.356960504
68633333.33,3.492521831
68666666.67,3.08735824
68700000,2.906414642
68733333.33,3.585357398
68766666.67,3.955062923
68800000,3.454687625
68833333.33,3.099511655
68866666.67,3.079330059
68900000,3.240417613
68933333.33,4.031903362
68966666.67,4.235042958
69000000,3.206044235
69033333.33,3.531456533
69066666.67,3.704250677
69100000,4.228402591
69133333.33,3.414860068
69166666.67,3.262781104
69200000,4.498013206
69233333.33,4.339276447
69266666.67,4.544844114
69300000,4.19341112
69333333.33,4.290229836
69366666.67,4.518902344
69400000,4.378723652
69433333.33,5.171462587
69466666.67,5.424124551
69500000,4.235652125
69533333.33,4.427560847
69566666.67,3.854256327
69600000,3.790189879
69633333.33,3.011755464
69666666.67,4.079971771
69700000,4.122430762
69733333.33,4.053819828
69766666.67,4.310253493
69800000,4.837993808
69833333.33,5.131692825
69866666.67,5.412499884
69900000,5.628433595
69933333.33,5.761420888
69966666.67,5.486191277
70000000,5.507489014
70033333.33,4.830105063
70066666.67,5.591560164
70100000,6.78595727
70133333.33,5.723625608
70166666.67,6.511479098
70200000,5.609877516
70233333.33,6.312997955
70266666.67,6.57481394
70300000,6.266435791
70333333.33,7.028612229
70366666.67,6.07864094
70400000,6.759672404
70433333.33,6.640655841
70466666.67,7.978286071
70500000,6.74364031
70533333.33,6.318657526
70566666.67,7.403378437
70600000,9.550510352
70633333.33,8.839293879
70666666.67,8.110067361
70700000,7.510800661
70733333.33,8.608549645
70766666.67,8.225246185
70800000,7.903896864
70833333.33,8.017403576
70866666.67,7.134534813
70900000,7.759077102
70933333.33,7.642134042
70966666.67,8.691045971
71000000,8.662685244
71033333.33,7.650164087
71066666.67,7.435989064
71100000,7.89603818
71133333.33,9.373608873
71166666.67,11.70762029
71200000,11.85783688
71233333.33,10.93578602
71266666.67,10.71290867
71300000,11.81311335
71333333.33,12.90315367
71366666.67,10.80031322
71400000,10.13451308
71433333.33,12.11670658
71466666.67,11.96654201
71500000,15.20695035
71533333.33,12.68343463
71566666.67,12.43223878
76600000,14.21935497
76633333.33,14.84046954
76666666.67,14.9892401
76700000,14.88315322
76733333.33,13.47358333
76766666.67,13.8145279
76800000,13.02909665
76833333.33,13.38321011
76866666.67,12.91117966
76900000,10.21755471
76933333.33,11.68398869
76966666.67,10.01151615
77000000,10.48427487
77033333.33,12.35653964
77066666.67,9.97815011
77100000,10.52444434
77133333.33,10.30210348
77166666.67,10.57435282
77200000,9.7457726
77233333.33,8.552694401
77266666.67,11.23041409
77300000,9.742688484
77333333.33,7.662621205
77366666.67,8.996412358
77400000,9.505974247
77433333.33,8.96554504
77466666.67,8.200588687
77500000,8.617389221
77533333.33,7.075812802
77566666.67,7.283823709
77600000,8.458331039
77633333.33,7.518739489
77666666.67,7.621690869
77700000,8.09123714
77733333.33,6.686847779
77766666.67,6.74368186
77800000,7.881455456
77833333.33,6.956174152
77866666.67,7.670662003
77900000,8.145601403
77933333.33,8.350660842
77966666.67,6.909932256
78000000,5.854439964
78033333.33,6.184238897
78066666.67,6.846145512
78100000,6.067088217
78133333.33,7.233523209
78166666.67,7.275713207
78200000,8.16827832
78233333.33,7.047002035
78266666.67,6.732021809
78300000,7.001839918
78333333.33,7.607402455
78366666.67,6.18185676
78400000,7.320071147
78433333.33,6.664240347
78466666.67,8.188594311
78500000,7.678174986
78533333.33,5.419332579
78566666.67,6.283033534
78600000,5.643584638
78633333.33,6.49602971
78666666.67,6.533330257
78700000,6.671868336
78733333.33,7.247628548
78766666.67,5.50870942
78800000,5.249936543
78833333.33,5.1654562
78866666.67,4.960134762
78900000,4.700904777
78933333.33,5.47752833
78966666.67,6.156973756
79000000,5.828627205
79033333.33,4.777940223
79066666.67,6.613527736
79100000,5.479658312
79133333.33,6.943351481
79166666.67,6.947937179
79200000,6.8250622
79233333.33,5.704144072
79266666.67,4.592067554
79300000,4.869820592
79333333.33,5.063116519
79366666.67,3.845422951
79400000,5.007583244
79433333.33,5.504274362
79466666.67,5.699716958
79500000,5.183608777
79533333.33,5.22202021
79566666.67,5.532581397
79600000,4.606376185
79633333.33,5.100465413
79666666.67,6.322071583
79700000,6.424334029
79733333.33,4.829401808
79766666.67,5.897607393
79800000,4.463454811
79833333.33,5.578803079
79866666.67,6.115635026
79900000,5.712750098
79933333.33,4.415369233
79966666.67,4.902110393
80000000,6.297344321
80033333.33,5.601302024
80066666.67,5.755551259
80100000,4.914778625
80133333.33,3.74949005
80166666.67,4.195029023
80200000,4.797571793
80233333.33,3.818670956
80266666.67,3.773364525
80300000,3.526286821
80333333.33,3.489700469
80366666.67,3.697436728
80400000,5.159421502
80433333.33,4.250211053
80466666.67,4.334811444
80500000,4.569479118
80533333.33,4.293938241
80566666.67,5.231636075
80600000,4.619017656
80633333.33,6.04808763
80666666.67,6.27720955
80700000,4.591219
80733333.33,4.154781036
80766666.67,5.075810738
80800000,5.537098435
80833333.33,4.647331358
80866666.67,4.80750353
80900000,5.408192105
80933333.33,4.376966094
80966666.67,5.191908588
81000000,5.286081526
81033333.33,4.214246497
81066666.67,4.244395197
81100000,4.031947537
81133333.33,4.234005829
81166666.67,4.325696989
81200000,4.268632848
81233333.33,3.661486077
81266666.67,3.854888512
81300000,3.220172826
81333333.33,3.633697563
81366666.67,5.636806646
81400000,4.872791354
81433333.33,4.490084716
81466666.67,4.391673479
81500000,4.467355687
81533333.33,4.157390505
81566666.67,4.232417457
81600000,4.624366388
81633333.33,4.262502964
81666666.67,3.806974616
81700000,3.201626697
81733333.33,3.480220836
81766666.67,3.657552976
81800000,3.625771989
81833333.33,4.039087024
81866666.67,4.554105381
81900000,3.936740111
81933333.33,3.737846089
81966666.67,3.203666835
82000000,3.832906444
82033333.33,4.526490278
82066666.67,4.056731742
82100000,3.793539185
82133333.33,3.198635672
82166666.67,2.970696992
82200000,3.275955202
82233333.33,2.812634222
82266666.67,2.742110789
