f (Hz),PNA floor (dBc/Hz),VCO free (dBc/Hz),VCO locked (dBc/Hz)
1.64E+06,-1.15E+02,-94.0697638,-116.09799
1.65E+06,-1.14E+02,-95.1035798,-115.668974
1.65E+06,-1.15E+02,-103.3987176,-115.825406
1.65E+06,-1.15E+02,-111.817594,-115.82429
1.66E+06,-1.15E+02,-112.49659,-115.906884
1.66E+06,-1.15E+02,-113.26852,-115.247694
1.66E+06,-1.15E+02,-113.165178,-115.53753
1.67E+06,-1.14E+02,-113.422488,-115.660166
1.67E+06,-1.14E+02,-113.2645,-116.54211
1.67E+06,-1.14E+02,-112.374092,-117.007772
1.68E+06,-1.13E+02,-111.816246,-117.731568
1.68E+06,-1.13E+02,-111.685528,-117.315456
1.68E+06,-1.13E+02,-111.202872,-117.242582
1.69E+06,-1.13E+02,-111.270698,-116.359584
1.69E+06,-1.13E+02,-111.853874,-116.274112
1.69E+06,-1.14E+02,-111.844556,-116.419264
1.70E+06,-1.14E+02,-111.35526,-116.529108
1.70E+06,-1.14E+02,-112.004736,-116.124604
1.70E+06,-1.14E+02,-112.233124,-116.01104
1.71E+06,-1.14E+02,-112.109424,-115.728352
1.71E+06,-1.13E+02,-111.811192,-114.878286
1.71E+06,-1.14E+02,-112.15968,-114.452984
1.72E+06,-1.15E+02,-112.27079,-114.574468
1.72E+06,-1.14E+02,-112.599656,-115.231034
1.72E+06,-1.14E+02,-113.229882,-115.357626
1.73E+06,-1.15E+02,-113.652816,-115.916206
1.73E+06,-1.14E+02,-114.00595,-116.55895
1.74E+06,-1.13E+02,-113.63888,-116.966134
1.74E+06,-1.13E+02,-113.054322,-116.654596
1.74E+06,-1.13E+02,-112.7967,-117.297832
1.75E+06,-1.13E+02,-112.8846,-117.402694
1.75E+06,-1.14E+02,-113.021064,-117.37495
1.75E+06,-1.16E+02,-112.711804,-116.893972
1.76E+06,-1.17E+02,-112.261052,-116.570206
1.76E+06,-1.18E+02,-111.778962,-115.59216
1.76E+06,-1.17E+02,-112.090778,-115.407082
1.77E+06,-1.17E+02,-112.00784,-115.562036
1.77E+06,-1.15E+02,-112.36697,-115.597284
1.77E+06,-1.15E+02,-112.990168,-116.252262
1.78E+06,-1.14E+02,-113.445178,-116.717072
1.78E+06,-1.14E+02,-113.1159,-116.894652
1.79E+06,-1.13E+02,-112.338518,-116.895824
1.79E+06,-1.14E+02,-111.578082,-116.959144
1.79E+06,-1.14E+02,-111.27942,-116.777892
1.80E+06,-1.13E+02,-111.55635,-116.569626
1.80E+06,-1.13E+02,-111.413334,-116.26848
1.80E+06,-1.13E+02,-112.488168,-115.696698
1.81E+06,-1.13E+02,-113.149138,-115.7056
1.81E+06,-1.13E+02,-113.544346,-115.461318
1.82E+06,-1.13E+02,-112.886108,-115.458552
1.82E+06,-1.13E+02,-113.345066,-115.708788
1.82E+06,-1.13E+02,-113.772524,-116.177614
1.83E+06,-1.13E+02,-111.857712,-116.160932
1.83E+06,-1.13E+02,-109.707426,-116.364138
1.83E+06,-1.13E+02,-109.64065,-116.54855
1.84E+06,-1.13E+02,-109.481362,-116.318416
1.84E+06,-1.13E+02,-108.635998,-116.220876
1.85E+06,-1.13E+02,-111.119794,-116.119442
1.85E+06,-1.13E+02,-112.793326,-116.078662
1.85E+06,-1.13E+02,-112.955058,-116.091914
1.86E+06,-1.13E+02,-113.052658,-116.167938
1.86E+06,-1.13E+02,-113.182438,-116.046212
1.86E+06,-1.13E+02,-112.562086,-116.723934
1.87E+06,-1.14E+02,-112.621994,-116.414026
1.87E+06,-1.13E+02,-112.541164,-116.151022
1.88E+06,-1.13E+02,-112.799664,-116.327434
1.88E+06,-1.13E+02,-112.67005,-116.218952
1.88E+06,-1.13E+02,-113.424776,-115.513386
1.89E+06,-1.13E+02,-114.145352,-115.803614
1.89E+06,-1.13E+02,-114.822724,-116.11992
1.89E+06,-1.14E+02,-114.262686,-116.177464
1.90E+06,-1.13E+02,-114.37959,-117.289106
1.90E+06,-1.13E+02,-113.600348,-117.108798
1.91E+06,-1.13E+02,-112.52492,-117.013528
1.91E+06,-1.14E+02,-112.427792,-117.097972
1.91E+06,-1.14E+02,-112.85204,-116.94756
1.92E+06,-1.15E+02,-112.639396,-116.040956
1.92E+06,-1.15E+02,-113.010094,-116.41179
1.93E+06,-1.14E+02,-114.263954,-116.297308
1.93E+06,-1.14E+02,-113.968332,-116.143878
1.93E+06,-1.13E+02,-113.306724,-116.203226
1.94E+06,-1.14E+02,-113.503042,-116.388164
1.94E+06,-1.14E+02,-110.0676104,-116.154174
1.95E+06,-1.15E+02,-107.1725764,-116.56834
1.95E+06,-1.15E+02,-106.9668404,-116.733926
1.95E+06,-1.15E+02,-107.5044424,-116.915576
1.96E+06,-1.15E+02,-107.0835324,-116.864112
1.96E+06,-1.15E+02,-110.121114,-117.595838
1.97E+06,-1.14E+02,-112.25354,-117.374142
1.97E+06,-1.14E+02,-112.046728,-116.869078
1.97E+06,-1.14E+02,-111.764288,-116.876314
1.98E+06,-1.13E+02,-111.62682,-116.344042
1.98E+06,-1.12E+02,-112.102904,-116.206278
1.99E+06,-1.13E+02,-112.503844,-115.790436
1.99E+06,-1.13E+02,-112.681884,-116.247832
1.99E+06,-1.14E+02,-113.234722,-116.198378
2.00E+06,-1.14E+02,-113.854006,-116.75962
2.00E+06,-1.15E+02,-113.772272,-116.321452
2.01E+06,-1.15E+02,-113.935214,-116.238078
2.01E+06,-1.15E+02,-113.521026,-116.275264
2.01E+06,-1.14E+02,-113.334032,-116.043106
2.02E+06,-1.14E+02,-113.483608,-115.98093
2.02E+06,-1.14E+02,-111.445368,-116.042986
2.03E+06,-1.14E+02,-110.185338,-116.37352
2.03E+06,-1.14E+02,-111.726666,-116.243376
2.04E+06,-1.14E+02,-112.111754,-116.751918
2.04E+06,-1.14E+02,-111.930592,-116.657562
2.04E+06,-1.14E+02,-113.519712,-116.409172
2.05E+06,-1.14E+02,-114.250082,-116.387294
2.05E+06,-1.14E+02,-113.331578,-116.307302
2.06E+06,-1.14E+02,-112.837342,-115.915242
2.06E+06,-1.15E+02,-112.353262,-115.78907
2.07E+06,-1.15E+02,-112.855122,-115.687872
2.07E+06,-1.15E+02,-113.270438,-115.448644
2.07E+06,-1.14E+02,-113.206678,-115.505346
2.08E+06,-1.14E+02,-112.789934,-115.401526
2.08E+06,-1.14E+02,-113.306314,-115.549028
2.09E+06,-1.13E+02,-112.83919,-115.812756
2.09E+06,-1.14E+02,-112.391028,-115.86941
2.09E+06,-1.14E+02,-112.224518,-116.075178
2.10E+06,-1.14E+02,-111.79043,-116.517142
2.10E+06,-1.14E+02,-111.1933,-116.471988
2.11E+06,-1.14E+02,-111.027334,-116.327224
2.11E+06,-1.14E+02,-111.757496,-116.484488
2.12E+06,-1.14E+02,-112.035574,-116.384946
2.12E+06,-1.14E+02,-112.84507,-115.919596
2.13E+06,-1.14E+02,-113.20264,-115.638178
2.13E+06,-1.14E+02,-113.46671,-115.637462
2.13E+06,-1.14E+02,-113.155848,-115.73498
2.14E+06,-1.13E+02,-109.5128156,-115.558828
2.14E+06,-1.14E+02,-107.7314496,-116.332744
2.15E+06,-1.14E+02,-107.8603056,-116.324468
2.15E+06,-1.14E+02,-107.6947576,-116.452296
2.16E+06,-1.14E+02,-107.7747816,-116.398144
2.16E+06,-1.14E+02,-112.225066,-116.464886
2.16E+06,-1.13E+02,-113.575444,-115.747462
2.17E+06,-1.13E+02,-113.058566,-115.475098
2.17E+06,-1.13E+02,-113.089188,-115.63781
2.18E+06,-1.14E+02,-112.710648,-115.855382
2.18E+06,-1.14E+02,-112.018534,-116.218242
2.19E+06,-1.15E+02,-111.868522,-116.654246
2.19E+06,-1.15E+02,-112.306726,-116.969058
2.20E+06,-1.15E+02,-112.220424,-116.916088
2.20E+06,-1.15E+02,-112.286698,-116.688256
2.21E+06,-1.15E+02,-112.140158,-116.03664
2.21E+06,-1.15E+02,-112.147534,-115.627428
2.21E+06,-1.15E+02,-112.170328,-115.998072
2.22E+06,-1.15E+02,-112.406548,-115.787832
2.22E+06,-1.15E+02,-113.051352,-115.81269
2.23E+06,-1.15E+02,-112.806344,-116.080974
2.23E+06,-1.14E+02,-112.97513,-116.27027
2.24E+06,-1.13E+02,-113.4798,-116.174144
2.24E+06,-1.13E+02,-114.129378,-116.33318
2.25E+06,-1.13E+02,-113.582846,-116.219458
2.25E+06,-1.13E+02,-113.700822,-116.19175
2.26E+06,-1.14E+02,-112.958438,-115.73312
2.26E+06,-1.14E+02,-111.974406,-116.013652
2.26E+06,-1.14E+02,-111.533336,-115.663666
2.27E+06,-1.14E+02,-111.592466,-115.708086
2.27E+06,-1.15E+02,-111.086784,-115.863538
2.28E+06,-1.15E+02,-112.321002,-116.110732
2.28E+06,-1.15E+02,-113.448068,-115.95389
2.29E+06,-1.15E+02,-113.442418,-116.350928
2.29E+06,-1.15E+02,-111.751846,-116.525782
2.30E+06,-1.14E+02,-112.3745,-116.692774
2.30E+06,-1.13E+02,-111.693324,-117.135942
2.31E+06,-1.13E+02,-110.66217,-116.787478
2.31E+06,-1.13E+02,-111.108778,-116.908122
2.32E+06,-1.13E+02,-112.26986,-116.83461
2.32E+06,-1.14E+02,-112.280542,-116.507192
2.33E+06,-1.14E+02,-112.315026,-115.757348
2.33E+06,-1.14E+02,-110.134988,-115.822554
2.34E+06,-1.14E+02,-105.1091372,-115.73269
2.34E+06,-1.15E+02,-106.0406892,-115.965364
2.34E+06,-1.14E+02,-106.5478132,-116.563918
2.35E+06,-1.15E+02,-107.1465712,-116.787766
2.35E+06,-1.15E+02,-110.0544752,-116.78536
2.36E+06,-1.14E+02,-114.897614,-116.896418
2.36E+06,-1.14E+02,-114.324822,-116.55063
2.37E+06,-1.14E+02,-113.823734,-115.776102
2.37E+06,-1.14E+02,-113.545134,-116.325578
2.38E+06,-1.14E+02,-112.835704,-116.396796
2.38E+06,-1.14E+02,-112.146228,-116.171156
2.39E+06,-1.14E+02,-112.023686,-116.092756
2.39E+06,-1.14E+02,-111.876028,-116.056558
2.40E+06,-1.13E+02,-111.320068,-115.17866
2.40E+06,-1.14E+02,-112.15088,-114.950118
2.41E+06,-1.14E+02,-113.040994,-114.837652
2.41E+06,-1.14E+02,-113.08589,-115.22908
2.42E+06,-1.14E+02,-113.452728,-115.219154
2.42E+06,-1.14E+02,-113.792846,-115.640588
2.43E+06,-1.14E+02,-113.216532,-115.792952
2.43E+06,-1.14E+02,-113.399986,-116.254842
2.44E+06,-1.15E+02,-113.999684,-116.495354
2.44E+06,-1.15E+02,-113.600482,-116.593056
2.45E+06,-1.14E+02,-106.9337996,-116.658916
2.45E+06,-1.14E+02,-101.5314706,-116.761238
2.46E+06,-1.14E+02,-100.3145426,-116.418556
2.46E+06,-1.14E+02,-99.7805186,-116.240006
2.47E+06,-1.14E+02,-100.0110866,-116.346368
2.47E+06,-1.14E+02,-107.686099,-116.1974
2.48E+06,-1.14E+02,-113.122572,-116.247496
2.48E+06,-1.13E+02,-113.265254,-116.471602
2.49E+06,-1.13E+02,-111.653864,-116.378972
2.49E+06,-1.13E+02,-111.342404,-116.232606
2.50E+06,-1.13E+02,-109.780566,-116.04239
2.50E+06,-1.14E+02,-109.614504,-115.900364
2.51E+06,-1.14E+02,-110.065202,-115.642846
2.51E+06,-1.14E+02,-111.590116,-115.229092
2.52E+06,-1.14E+02,-112.076016,-114.882844
2.52E+06,-1.13E+02,-112.362116,-115.139514
2.53E+06,-1.13E+02,-112.241166,-115.389112
2.53E+06,-1.13E+02,-112.333248,-115.97394
2.54E+06,-1.13E+02,-111.934156,-116.18042
2.55E+06,-1.14E+02,-112.112074,-116.486278
2.55E+06,-1.14E+02,-112.517094,-117.085014
2.56E+06,-1.15E+02,-112.809196,-116.64332
2.56E+06,-1.15E+02,-113.37384,-116.585184
2.57E+06,-1.15E+02,-113.338858,-116.431264
2.57E+06,-1.15E+02,-113.257518,-116.562926
2.58E+06,-1.15E+02,-113.374936,-115.518046
2.58E+06,-1.15E+02,-113.012614,-115.661714
2.59E+06,-1.15E+02,-111.99828,-115.203348
2.59E+06,-1.15E+02,-112.584972,-115.706846
2.60E+06,-1.14E+02,-112.583026,-115.488084
2.60E+06,-1.14E+02,-111.992356,-116.154434
2.61E+06,-1.14E+02,-112.147052,-116.25018
2.61E+06,-1.13E+02,-112.473558,-116.456998
2.62E+06,-1.13E+02,-112.140838,-116.323802
2.62E+06,-1.14E+02,-111.28488,-116.81943
2.63E+06,-1.14E+02,-111.71386,-116.681594
2.64E+06,-1.14E+02,-112.346054,-116.492948
2.64E+06,-1.14E+02,-110.370712,-116.223632
2.65E+06,-1.14E+02,-106.0827576,-116.357238
2.65E+06,-1.13E+02,-106.6083596,-116.493322
2.66E+06,-1.14E+02,-106.4383876,-116.614346
2.66E+06,-1.14E+02,-106.2132956,-116.840138
2.67E+06,-1.14E+02,-108.0547316,-116.590242
2.67E+06,-1.14E+02,-112.649758,-116.041244
2.68E+06,-1.14E+02,-113.15724,-115.399238
2.68E+06,-1.14E+02,-113.458582,-115.157176
2.69E+06,-1.14E+02,-113.317098,-115.03301
2.70E+06,-1.14E+02,-113.502554,-114.926038
2.70E+06,-1.14E+02,-112.961978,-115.277866
2.71E+06,-1.14E+02,-112.316122,-115.555048
2.71E+06,-1.14E+02,-112.695858,-115.37133
2.72E+06,-1.14E+02,-112.647676,-115.530236
2.72E+06,-1.14E+02,-112.604078,-115.78965
2.73E+06,-1.14E+02,-113.518128,-115.376722
2.73E+06,-1.14E+02,-113.685544,-115.028244
2.74E+06,-1.14E+02,-112.963252,-115.175886
2.75E+06,-1.14E+02,-113.342306,-115.161112
2.75E+06,-1.14E+02,-113.337372,-115.58864
2.76E+06,-1.15E+02,-111.987264,-116.241322
2.76E+06,-1.14E+02,-109.957432,-116.463546
2.77E+06,-1.15E+02,-109.872018,-116.53016
2.77E+06,-1.15E+02,-109.602506,-116.513312
2.78E+06,-1.15E+02,-108.789742,-116.454218
2.79E+06,-1.14E+02,-109.256162,-116.318582
2.79E+06,-1.14E+02,-111.482256,-116.717038
2.80E+06,-1.13E+02,-111.817648,-116.527938
2.80E+06,-1.13E+02,-111.010414,-116.772426
2.81E+06,-1.13E+02,-111.532846,-116.53845
2.81E+06,-1.14E+02,-112.355804,-116.70019
2.82E+06,-1.14E+02,-112.245918,-116.69353
2.83E+06,-1.15E+02,-111.923082,-116.98424
2.83E+06,-1.15E+02,-113.243114,-117.01921
2.84E+06,-1.16E+02,-113.431956,-117.405428
2.84E+06,-1.16E+02,-112.29271,-117.1736
2.85E+06,-1.15E+02,-112.32038,-116.891466
2.85E+06,-1.14E+02,-113.38908,-116.9586
2.86E+06,-1.14E+02,-112.688392,-116.693826
2.87E+06,-1.14E+02,-112.958638,-116.451678
2.87E+06,-1.14E+02,-114.147234,-116.634472
2.88E+06,-1.13E+02,-114.255324,-116.931886
2.88E+06,-1.13E+02,-113.822602,-116.801234
2.89E+06,-1.13E+02,-113.908438,-116.483972
2.90E+06,-1.13E+02,-114.046294,-116.1553
2.90E+06,-1.13E+02,-113.74816,-115.991974
2.91E+06,-1.13E+02,-113.506786,-115.904568
2.91E+06,-1.13E+02,-113.05421,-115.604164
2.92E+06,-1.13E+02,-113.165168,-115.963982
2.93E+06,-1.14E+02,-112.644356,-116.362484
2.93E+06,-1.14E+02,-112.365892,-115.95786
2.94E+06,-1.14E+02,-112.439978,-115.62123
2.94E+06,-1.15E+02,-112.616082,-115.926606
2.95E+06,-1.15E+02,-112.032772,-115.732822
2.96E+06,-1.15E+02,-107.308623,-115.203664
2.96E+06,-1.15E+02,-106.908071,-115.412936
2.97E+06,-1.15E+02,-106.913541,-115.71657
2.97E+06,-1.14E+02,-107.708291,-115.660714
2.98E+06,-1.14E+02,-108.263323,-116.061336
2.99E+06,-1.14E+02,-113.30913,-116.420438
2.99E+06,-1.13E+02,-114.117312,-116.490766
3.00E+06,-1.13E+02,-114.141192,-116.228428
3.00E+06,-1.13E+02,-113.768896,-116.329568
3.01E+06,-1.13E+02,-113.961782,-116.019522
3.02E+06,-1.13E+02,-114.090856,-116.028626
3.02E+06,-1.13E+02,-114.499244,-115.853424
3.03E+06,-1.13E+02,-114.73559,-115.696202
3.04E+06,-1.14E+02,-114.713808,-115.6392
3.04E+06,-1.14E+02,-115.316906,-115.846542
3.05E+06,-1.13E+02,-115.261342,-116.108052
3.05E+06,-1.14E+02,-114.297958,-116.671988
3.06E+06,-1.15E+02,-113.64438,-116.943436
3.07E+06,-1.15E+02,-113.259204,-117.137434
3.07E+06,-1.16E+02,-112.373516,-117.005184
3.08E+06,-1.16E+02,-111.873954,-117.049188
3.09E+06,-1.16E+02,-111.82327,-117.17308
3.09E+06,-1.15E+02,-112.075102,-117.665008
3.10E+06,-1.15E+02,-112.351132,-117.874812
3.10E+06,-1.14E+02,-112.60774,-117.881708
3.11E+06,-1.14E+02,-113.538648,-117.805754
3.12E+06,-1.14E+02,-114.577454,-117.782884
3.12E+06,-1.13E+02,-114.97266,-117.14782
3.13E+06,-1.14E+02,-114.339606,-116.20256
3.14E+06,-1.15E+02,-113.52676,-115.946374
3.14E+06,-1.14E+02,-111.932136,-116.142076
3.15E+06,-1.14E+02,-109.068924,-115.847934
3.16E+06,-1.15E+02,-106.791418,-116.0887
3.16E+06,-1.15E+02,-106.584238,-116.465918
3.17E+06,-1.15E+02,-106.78698,-116.60776
3.18E+06,-1.15E+02,-107.74858,-116.769046
3.18E+06,-1.15E+02,-109.94144,-116.5944
3.19E+06,-1.14E+02,-111.713264,-116.453496
3.19E+06,-1.14E+02,-112.228422,-116.97579
3.20E+06,-1.15E+02,-112.418866,-117.22958
3.21E+06,-1.14E+02,-112.13153,-116.183128
3.21E+06,-1.14E+02,-111.720202,-115.484368
3.22E+06,-1.14E+02,-111.83388,-115.299738
3.23E+06,-1.13E+02,-112.218472,-115.320664
3.23E+06,-1.13E+02,-112.147348,-115.371748
3.24E+06,-1.13E+02,-111.787422,-116.421956
3.25E+06,-1.12E+02,-111.585872,-117.298334
3.25E+06,-1.12E+02,-111.409992,-117.673238
3.26E+06,-1.13E+02,-107.8742834,-117.712118
3.27E+06,-1.13E+02,-104.8233796,-117.45406
3.27E+06,-1.13E+02,-104.2970536,-116.689358
3.28E+06,-1.14E+02,-105.0966776,-116.283736
3.29E+06,-1.15E+02,-104.9421336,-115.899184
3.29E+06,-1.15E+02,-107.7882122,-115.562378
3.30E+06,-1.15E+02,-110.816978,-115.77292
3.31E+06,-1.15E+02,-111.43551,-115.89288
3.31E+06,-1.15E+02,-110.751804,-115.794146
3.32E+06,-1.15E+02,-110.830816,-116.07295
3.33E+06,-1.15E+02,-111.352148,-116.382702
3.34E+06,-1.15E+02,-111.65936,-116.329942
3.34E+06,-1.15E+02,-112.843188,-116.671992
3.35E+06,-1.16E+02,-113.808212,-117.632024
3.36E+06,-1.17E+02,-113.679432,-118.254076
3.36E+06,-1.17E+02,-113.177014,-119.208498
3.37E+06,-1.17E+02,-113.034048,-119.16705
3.38E+06,-1.16E+02,-111.86241,-118.50781
3.38E+06,-1.15E+02,-110.994266,-117.886376
3.39E+06,-1.15E+02,-111.279778,-117.341642
3.40E+06,-1.14E+02,-111.853222,-116.01991
3.40E+06,-1.14E+02,-112.579068,-115.694434
3.41E+06,-1.13E+02,-113.995944,-115.815232
3.42E+06,-1.13E+02,-115.413386,-115.689276
3.43E+06,-1.12E+02,-115.946812,-115.33437
3.43E+06,-1.12E+02,-115.36639,-115.119388
3.44E+06,-1.13E+02,-114.504374,-115.36379
3.45E+06,-1.14E+02,-113.699594,-115.596642
3.45E+06,-1.14E+02,-113.034924,-115.735166
3.46E+06,-1.14E+02,-113.08025,-116.07659
3.47E+06,-1.13E+02,-113.932022,-116.626842
3.47E+06,-1.13E+02,-115.210876,-116.849638
3.48E+06,-1.13E+02,-114.98157,-116.727094
3.49E+06,-1.15E+02,-114.426338,-116.52681
3.50E+06,-1.16E+02,-113.880072,-116.201036
3.50E+06,-1.17E+02,-113.694498,-115.309804
3.51E+06,-1.17E+02,-113.107414,-114.62377
3.52E+06,-1.16E+02,-113.084944,-114.92866
3.52E+06,-1.15E+02,-113.84169,-115.481374
3.53E+06,-1.14E+02,-114.948306,-116.363722
3.54E+06,-1.13E+02,-115.1276,-117.24239
3.55E+06,-1.13E+02,-114.78587,-117.538332
3.55E+06,-1.13E+02,-114.419732,-117.155952
3.56E+06,-1.13E+02,-113.244888,-116.687958
3.57E+06,-1.13E+02,-111.836656,-115.944918
3.58E+06,-1.13E+02,-111.115258,-115.642286
3.58E+06,-1.13E+02,-110.970668,-115.980564
3.59E+06,-1.13E+02,-110.965178,-116.103968
3.60E+06,-1.13E+02,-111.47442,-115.91083
3.61E+06,-1.12E+02,-111.739566,-115.81021
3.61E+06,-1.12E+02,-111.675806,-115.699756
3.62E+06,-1.12E+02,-111.389304,-115.498178
3.63E+06,-1.12E+02,-111.40095,-115.85369
3.63E+06,-1.13E+02,-111.16786,-116.148766
3.64E+06,-1.14E+02,-111.5589,-116.423112
3.65E+06,-1.15E+02,-110.371248,-117.010668
3.66E+06,-1.15E+02,-108.475448,-117.22208
3.66E+06,-1.15E+02,-108.317972,-116.929518
3.67E+06,-1.14E+02,-108.451018,-116.614356
3.68E+06,-1.13E+02,-108.086676,-116.167452
3.69E+06,-1.13E+02,-109.85881,-115.047142
3.70E+06,-1.13E+02,-112.320054,-114.453306
3.70E+06,-1.14E+02,-113.09449,-114.424134
3.71E+06,-1.15E+02,-113.108778,-114.30732
3.72E+06,-1.15E+02,-112.805928,-114.38758
3.73E+06,-1.15E+02,-112.273496,-115.020308
3.73E+06,-1.15E+02,-112.296924,-115.5179
3.74E+06,-1.15E+02,-112.304072,-115.882738
3.75E+06,-1.15E+02,-112.839376,-116.25297
3.76E+06,-1.16E+02,-114.130072,-116.513138
3.76E+06,-1.16E+02,-114.402374,-116.519008
3.77E+06,-1.16E+02,-112.526024,-116.481496
3.78E+06,-1.15E+02,-112.25091,-116.282236
3.79E+06,-1.14E+02,-112.445446,-116.313142
3.79E+06,-1.14E+02,-111.558072,-116.119238
3.80E+06,-1.14E+02,-111.042498,-116.250816
3.81E+06,-1.13E+02,-112.114582,-116.744848
3.82E+06,-1.13E+02,-111.933362,-116.720808
3.83E+06,-1.13E+02,-111.679732,-116.6601
3.83E+06,-1.14E+02,-111.563126,-116.681716
3.84E+06,-1.14E+02,-111.953356,-116.875262
3.85E+06,-1.15E+02,-112.560186,-116.740244
3.86E+06,-1.15E+02,-112.757444,-116.69065
3.87E+06,-1.15E+02,-112.032446,-116.818042
3.87E+06,-1.15E+02,-112.000958,-116.735764
3.88E+06,-1.15E+02,-111.75015,-116.537976
3.89E+06,-1.15E+02,-111.37195,-115.926346
3.90E+06,-1.15E+02,-111.280318,-115.776388
3.91E+06,-1.15E+02,-112.408206,-115.978434
3.91E+06,-1.15E+02,-113.32491,-116.349832
3.92E+06,-1.16E+02,-114.280794,-115.794804
3.93E+06,-1.16E+02,-114.292424,-115.844752
3.94E+06,-1.16E+02,-114.568052,-115.82297
3.95E+06,-1.16E+02,-113.46765,-115.780326
3.95E+06,-1.16E+02,-111.989324,-115.619454
3.96E+06,-1.15E+02,-108.6425568,-115.880336
3.97E+06,-1.14E+02,-105.8281406,-116.37416
3.98E+06,-1.13E+02,-104.4235346,-116.420958
3.99E+06,-1.14E+02,-104.8869726,-115.89346
3.99E+06,-1.14E+02,-105.7762286,-116.019804
4.00E+06,-1.13E+02,-108.7763518,-116.03641
4.01E+06,-1.14E+02,-112.685766,-115.991286
4.02E+06,-1.14E+02,-115.80755,-116.285394
4.03E+06,-1.14E+02,-115.891746,-116.5769
4.04E+06,-1.14E+02,-115.836236,-116.138048
4.04E+06,-1.13E+02,-116.352628,-116.072632
4.05E+06,-1.13E+02,-116.234196,-115.704288
4.06E+06,-1.12E+02,-114.788356,-115.371914
4.07E+06,-1.12E+02,-114.902172,-115.431228
4.08E+06,-1.13E+02,-113.081256,-116.086262
4.09E+06,-1.13E+02,-109.935,-116.56985
4.09E+06,-1.14E+02,-108.562146,-116.666954
4.10E+06,-1.14E+02,-108.271064,-116.942036
4.11E+06,-1.14E+02,-108.183066,-117.349716
4.12E+06,-1.15E+02,-110.087146,-117.295936
4.13E+06,-1.16E+02,-112.407314,-116.533332
4.14E+06,-1.15E+02,-113.402836,-116.285532
4.14E+06,-1.16E+02,-113.592636,-116.15705
4.15E+06,-1.16E+02,-112.97879,-115.544234
4.16E+06,-1.16E+02,-112.276166,-115.123418
4.17E+06,-1.15E+02,-112.138856,-115.46809
4.18E+06,-1.15E+02,-111.304214,-115.538164
4.19E+06,-1.15E+02,-111.298092,-115.529818
4.20E+06,-1.14E+02,-112.442176,-115.471372
4.20E+06,-1.14E+02,-113.190424,-115.225732
4.21E+06,-1.14E+02,-113.589836,-115.275328
4.22E+06,-1.14E+02,-113.9003,-115.65902
4.23E+06,-1.14E+02,-113.773544,-115.77826
4.24E+06,-1.13E+02,-112.735838,-116.592006
4.25E+06,-1.13E+02,-112.438342,-117.341458
4.26E+06,-1.13E+02,-112.318234,-117.667762
4.26E+06,-1.13E+02,-111.419302,-117.45299
4.27E+06,-1.14E+02,-107.9679352,-116.782624
4.28E+06,-1.14E+02,-104.9329752,-115.966978
4.29E+06,-1.14E+02,-105.2962932,-115.799632
4.30E+06,-1.15E+02,-105.4638992,-115.398712
4.31E+06,-1.15E+02,-106.3777572,-115.162414
4.32E+06,-1.15E+02,-108.856138,-115.516592
4.33E+06,-1.15E+02,-111.99363,-115.425512
4.34E+06,-1.15E+02,-111.749644,-115.490344
4.34E+06,-1.15E+02,-111.622736,-115.712888
4.35E+06,-1.14E+02,-111.74993,-115.859702
4.36E+06,-1.14E+02,-112.53639,-116.091462
4.37E+06,-1.15E+02,-112.078104,-116.20925
4.38E+06,-1.15E+02,-111.61364,-115.876816
4.39E+06,-1.15E+02,-111.923398,-116.447862
4.40E+06,-1.15E+02,-111.745846,-116.626988
4.41E+06,-1.14E+02,-111.317206,-116.444952
4.42E+06,-1.13E+02,-111.401128,-117.2688
4.42E+06,-1.13E+02,-112.0848,-117.512894
4.43E+06,-1.13E+02,-111.67569,-116.89269
4.44E+06,-1.13E+02,-111.938992,-117.056028
4.45E+06,-1.14E+02,-112.076904,-117.587722
4.46E+06,-1.15E+02,-112.124094,-116.94213
4.47E+06,-1.14E+02,-111.470756,-116.857924
4.48E+06,-1.14E+02,-111.240074,-117.343044
4.49E+06,-1.13E+02,-111.986194,-117.172908
4.50E+06,-1.13E+02,-112.67981,-117.033966
4.51E+06,-1.13E+02,-112.339738,-117.016204
4.52E+06,-1.14E+02,-111.900204,-117.508334
4.53E+06,-1.15E+02,-111.900286,-116.976684
4.54E+06,-1.16E+02,-111.478816,-116.479356
4.54E+06,-1.15E+02,-111.327216,-116.037116
4.55E+06,-1.15E+02,-112.529962,-116.80684
4.56E+06,-1.15E+02,-113.59783,-116.822216
4.57E+06,-1.14E+02,-114.038724,-117.116028
4.58E+06,-1.13E+02,-114.069942,-117.713346
4.59E+06,-1.13E+02,-114.671214,-118.158902
4.60E+06,-1.13E+02,-114.314262,-117.290964
4.61E+06,-1.13E+02,-114.415672,-116.645238
4.62E+06,-1.14E+02,-114.001778,-116.397918
4.63E+06,-1.15E+02,-113.47661,-116.84332
4.64E+06,-1.15E+02,-112.83784,-116.829148
4.65E+06,-1.16E+02,-113.013198,-116.800326
4.66E+06,-1.15E+02,-112.354354,-116.914504
4.67E+06,-1.15E+02,-111.792684,-116.649876
4.68E+06,-1.15E+02,-111.58694,-115.774688
4.69E+06,-1.14E+02,-111.1192,-115.408662
4.70E+06,-1.14E+02,-110.409728,-115.610484
4.71E+06,-1.14E+02,-110.056596,-115.569926
