f (Hz),PNA floor (dBc/Hz),VCO free (dBc/Hz),VCO locked (dBc/Hz)
1.03E+05,-1.14E+02,-112.710766,-117.154276
1.03E+05,-1.14E+02,-112.638562,-116.486328
1.04E+05,-1.14E+02,-112.471358,-115.79262
1.04E+05,-1.14E+02,-111.930174,-115.456346
1.04E+05,-1.13E+02,-111.74138,-115.164742
1.05E+05,-1.14E+02,-111.752412,-114.405308
1.05E+05,-1.14E+02,-112.415812,-114.415218
1.06E+05,-1.14E+02,-111.829572,-114.449572
1.06E+05,-1.14E+02,-111.80752,-114.610464
1.06E+05,-1.14E+02,-112.198,-114.943762
1.07E+05,-1.14E+02,-112.737782,-115.0797
1.07E+05,-1.14E+02,-113.021646,-115.425102
1.08E+05,-1.14E+02,-113.476236,-115.454154
1.08E+05,-1.14E+02,-114.227402,-115.366786
1.08E+05,-1.14E+02,-114.324346,-115.389584
1.09E+05,-1.13E+02,-113.149982,-115.658648
1.09E+05,-1.13E+02,-111.817802,-115.504994
1.10E+05,-1.13E+02,-111.998048,-116.110966
1.10E+05,-1.13E+02,-112.409714,-116.739546
1.10E+05,-1.13E+02,-111.823596,-116.637672
1.11E+05,-1.13E+02,-112.229564,-116.384188
1.11E+05,-1.13E+02,-113.131238,-116.436386
1.12E+05,-1.14E+02,-112.885374,-115.958366
1.12E+05,-1.14E+02,-111.657142,-115.701606
1.12E+05,-1.15E+02,-111.73968,-115.839788
1.13E+05,-1.15E+02,-112.26376,-116.17824
1.13E+05,-1.14E+02,-111.387896,-115.946462
1.14E+05,-1.14E+02,-111.740112,-115.69511
1.14E+05,-1.14E+02,-112.741746,-115.63883
1.14E+05,-1.13E+02,-114.063194,-115.60791
1.15E+05,-1.13E+02,-114.003594,-116.011678
1.15E+05,-1.13E+02,-114.430056,-116.593254
1.16E+05,-1.13E+02,-113.887422,-116.745738
1.16E+05,-1.13E+02,-113.228714,-116.501914
1.17E+05,-1.13E+02,-111.624624,-116.388268
1.17E+05,-1.14E+02,-111.462968,-116.338242
1.17E+05,-1.14E+02,-111.40897,-116.371568
1.18E+05,-1.14E+02,-112.33781,-116.403396
1.18E+05,-1.14E+02,-112.433928,-116.395676
1.19E+05,-1.15E+02,-112.801838,-116.473624
1.19E+05,-1.15E+02,-112.978698,-116.051834
1.20E+05,-1.15E+02,-113.023566,-115.901146
1.20E+05,-1.15E+02,-112.963976,-116.067284
1.20E+05,-1.15E+02,-112.977138,-116.126214
1.21E+05,-1.14E+02,-112.820556,-116.385046
1.21E+05,-1.13E+02,-112.388242,-115.997202
1.22E+05,-1.12E+02,-112.178398,-115.65309
1.22E+05,-1.12E+02,-111.743528,-115.299606
1.23E+05,-1.12E+02,-111.400148,-115.481316
1.23E+05,-1.12E+02,-111.239478,-115.188724
1.24E+05,-1.13E+02,-110.980476,-115.446952
1.24E+05,-1.13E+02,-111.530708,-116.237014
1.24E+05,-1.13E+02,-111.321918,-116.762956
1.25E+05,-1.14E+02,-112.04171,-116.731696
1.25E+05,-1.14E+02,-111.975228,-116.29277
1.26E+05,-1.14E+02,-112.191756,-116.280092
1.26E+05,-1.14E+02,-112.05837,-115.300606
1.27E+05,-1.13E+02,-112.689286,-115.216318
1.27E+05,-1.13E+02,-112.847608,-115.158778
1.28E+05,-1.13E+02,-113.38805,-115.479208
1.28E+05,-1.13E+02,-113.676152,-115.30343
1.29E+05,-1.14E+02,-113.437814,-115.932532
1.29E+05,-1.14E+02,-113.66953,-115.40163
1.30E+05,-1.14E+02,-113.423204,-115.282748
1.30E+05,-1.15E+02,-113.32192,-115.06316
1.30E+05,-1.15E+02,-113.88164,-115.451026
1.31E+05,-1.15E+02,-114.093184,-115.478946
1.31E+05,-1.15E+02,-113.135738,-116.199782
1.32E+05,-1.15E+02,-112.879334,-116.243602
1.32E+05,-1.14E+02,-112.58438,-116.65725
1.33E+05,-1.13E+02,-112.257884,-116.787974
1.33E+05,-1.14E+02,-112.313194,-116.856424
1.34E+05,-1.13E+02,-112.527766,-116.24523
1.34E+05,-1.14E+02,-112.248116,-116.758044
1.35E+05,-1.14E+02,-112.055622,-116.65766
1.35E+05,-1.15E+02,-111.392978,-116.450548
1.36E+05,-1.14E+02,-111.323326,-116.109392
1.36E+05,-1.14E+02,-111.761968,-116.186034
1.37E+05,-1.13E+02,-112.08276,-115.594724
1.37E+05,-1.12E+02,-112.117038,-115.523836
1.38E+05,-1.13E+02,-111.969068,-115.04331
1.38E+05,-1.12E+02,-111.32245,-114.663506
1.39E+05,-1.12E+02,-110.567514,-114.831994
1.39E+05,-1.13E+02,-110.927306,-114.786902
1.40E+05,-1.13E+02,-111.931268,-114.314948
1.40E+05,-1.13E+02,-112.674672,-114.423354
1.41E+05,-1.13E+02,-113.583824,-115.004796
1.41E+05,-1.14E+02,-114.25024,-115.161554
1.42E+05,-1.13E+02,-114.12587,-115.552532
1.42E+05,-1.13E+02,-113.688462,-116.298834
1.43E+05,-1.14E+02,-113.208492,-117.168966
1.43E+05,-1.14E+02,-112.53667,-116.480984
1.44E+05,-1.14E+02,-112.308478,-116.197638
1.44E+05,-1.14E+02,-112.905484,-116.009418
1.45E+05,-1.14E+02,-112.94835,-115.837178
1.46E+05,-1.14E+02,-112.746064,-115.217866
1.46E+05,-1.14E+02,-113.163362,-115.234784
1.47E+05,-1.14E+02,-113.207926,-115.060292
1.47E+05,-1.14E+02,-112.465146,-115.069318
1.48E+05,-1.14E+02,-112.382304,-115.325944
1.48E+05,-1.14E+02,-112.517622,-115.427302
1.49E+05,-1.13E+02,-112.467966,-116.06307
1.49E+05,-1.13E+02,-112.546932,-116.60136
1.50E+05,-1.12E+02,-112.657606,-116.367528
1.50E+05,-1.13E+02,-112.071178,-116.181214
1.51E+05,-1.13E+02,-112.845264,-116.09152
1.51E+05,-1.13E+02,-112.669386,-116.081246
1.52E+05,-1.13E+02,-112.401156,-115.903496
1.53E+05,-1.13E+02,-112.840096,-115.837152
1.53E+05,-1.13E+02,-114.171238,-115.726088
1.54E+05,-1.14E+02,-113.475428,-115.73777
1.54E+05,-1.14E+02,-113.850264,-115.678672
1.55E+05,-1.14E+02,-113.718398,-115.461774
1.55E+05,-1.15E+02,-113.77641,-115.635812
1.56E+05,-1.15E+02,-113.305018,-115.824152
1.57E+05,-1.14E+02,-114.074962,-115.886252
1.57E+05,-1.15E+02,-114.333578,-115.865774
1.58E+05,-1.15E+02,-114.52815,-115.858018
1.58E+05,-1.15E+02,-114.008734,-115.847092
1.59E+05,-1.15E+02,-113.722932,-115.834702
1.59E+05,-1.15E+02,-113.19399,-115.572876
1.60E+05,-1.15E+02,-112.41307,-115.284154
1.61E+05,-1.14E+02,-111.941406,-115.606124
1.61E+05,-1.14E+02,-112.168692,-115.52566
1.62E+05,-1.14E+02,-112.029288,-115.300886
1.62E+05,-1.14E+02,-112.502042,-115.575746
1.63E+05,-1.14E+02,-113.255846,-116.04607
1.64E+05,-1.14E+02,-113.781192,-116.09811
1.64E+05,-1.14E+02,-113.724822,-116.140078
1.65E+05,-1.14E+02,-113.650888,-116.006288
1.65E+05,-1.13E+02,-112.84849,-115.943864
1.66E+05,-1.13E+02,-112.403328,-116.029204
1.67E+05,-1.13E+02,-112.140436,-116.350838
1.67E+05,-1.14E+02,-112.15975,-116.752378
1.68E+05,-1.14E+02,-112.383784,-116.845418
1.68E+05,-1.15E+02,-112.621132,-117.593074
1.69E+05,-1.15E+02,-113.056168,-117.354056
1.70E+05,-1.15E+02,-113.28467,-116.849044
1.70E+05,-1.14E+02,-112.89858,-117.140962
1.71E+05,-1.14E+02,-112.723122,-116.755214
1.71E+05,-1.14E+02,-112.795578,-115.887774
1.72E+05,-1.14E+02,-112.25072,-115.822804
1.73E+05,-1.14E+02,-112.475754,-115.670658
1.73E+05,-1.14E+02,-112.262848,-115.184608
1.74E+05,-1.13E+02,-112.009414,-116.038584
1.75E+05,-1.14E+02,-111.888544,-116.358032
1.75E+05,-1.14E+02,-112.547098,-116.240584
1.76E+05,-1.14E+02,-112.353428,-116.307076
1.77E+05,-1.13E+02,-112.833458,-116.204262
1.77E+05,-1.14E+02,-112.883068,-115.872022
1.78E+05,-1.14E+02,-113.02157,-115.879518
1.78E+05,-1.14E+02,-112.68595,-115.748
1.79E+05,-1.14E+02,-112.617386,-115.455012
1.80E+05,-1.14E+02,-113.205784,-115.666908
1.80E+05,-1.14E+02,-113.354952,-115.558568
1.81E+05,-1.15E+02,-113.341404,-115.577812
1.82E+05,-1.15E+02,-112.777884,-115.991628
1.82E+05,-1.15E+02,-112.414414,-116.71853
1.83E+05,-1.15E+02,-111.696038,-116.76767
1.84E+05,-1.15E+02,-112.016616,-116.847186
1.84E+05,-1.14E+02,-112.04999,-116.237776
1.85E+05,-1.14E+02,-112.413136,-115.867312
1.86E+05,-1.15E+02,-113.216872,-115.463912
1.86E+05,-1.15E+02,-113.754886,-114.856642
1.87E+05,-1.15E+02,-113.877798,-114.52657
1.88E+05,-1.14E+02,-114.167598,-115.1799
1.89E+05,-1.14E+02,-114.409566,-115.100614
1.89E+05,-1.13E+02,-114.40207,-114.926496
1.90E+05,-1.13E+02,-114.153652,-114.766164
1.91E+05,-1.13E+02,-113.921474,-114.894842
1.91E+05,-1.14E+02,-113.656722,-114.501428
1.92E+05,-1.14E+02,-113.50706,-114.96719
1.93E+05,-1.14E+02,-112.783116,-115.28353
1.93E+05,-1.14E+02,-112.087006,-115.730168
1.94E+05,-1.14E+02,-112.358496,-116.074926
1.95E+05,-1.14E+02,-112.178084,-116.43515
1.95E+05,-1.14E+02,-112.024078,-116.428382
1.96E+05,-1.14E+02,-112.646438,-116.30351
1.97E+05,-1.14E+02,-113.250512,-116.40505
1.98E+05,-1.14E+02,-112.975794,-116.411194
1.98E+05,-1.14E+02,-113.19516,-115.967174
1.99E+05,-1.14E+02,-112.952078,-115.759824
2.00E+05,-1.14E+02,-112.660756,-115.655898
2.01E+05,-1.14E+02,-112.755474,-115.774414
2.01E+05,-1.14E+02,-112.430784,-115.518576
2.02E+05,-1.14E+02,-111.567358,-115.68373
2.03E+05,-1.14E+02,-111.707194,-115.44063
2.03E+05,-1.14E+02,-112.018702,-115.255386
2.04E+05,-1.14E+02,-111.854288,-115.011282
2.05E+05,-1.13E+02,-112.31542,-115.130562
2.06E+05,-1.14E+02,-112.683304,-115.264732
2.06E+05,-1.14E+02,-113.0703,-115.715944
2.07E+05,-1.14E+02,-112.721626,-115.929938
2.08E+05,-1.15E+02,-112.753734,-116.272906
2.09E+05,-1.15E+02,-112.11353,-116.15576
2.10E+05,-1.15E+02,-112.828398,-115.85461
2.10E+05,-1.14E+02,-112.12787,-115.666626
2.11E+05,-1.13E+02,-112.472218,-116.021162
2.12E+05,-1.13E+02,-112.258078,-115.797652
2.13E+05,-1.13E+02,-112.805466,-115.760896
2.13E+05,-1.13E+02,-112.115346,-115.750552
2.14E+05,-1.13E+02,-112.440834,-115.745376
2.15E+05,-1.13E+02,-112.25531,-115.23698
2.16E+05,-1.13E+02,-112.360856,-115.321298
2.16E+05,-1.13E+02,-112.420378,-115.398898
2.17E+05,-1.13E+02,-112.877464,-115.602846
2.18E+05,-1.13E+02,-112.914718,-115.887098
2.19E+05,-1.13E+02,-112.595746,-116.198494
2.20E+05,-1.13E+02,-112.792456,-115.92035
2.20E+05,-1.14E+02,-112.179634,-116.056606
2.21E+05,-1.14E+02,-112.064948,-116.021872
2.22E+05,-1.14E+02,-111.775758,-115.994194
2.23E+05,-1.13E+02,-111.45367,-115.926508
2.24E+05,-1.13E+02,-111.510752,-116.14686
2.25E+05,-1.12E+02,-111.646888,-116.22425
2.25E+05,-1.13E+02,-111.674308,-116.574856
2.26E+05,-1.12E+02,-112.205488,-116.115128
2.27E+05,-1.13E+02,-112.265712,-116.023504
2.28E+05,-1.13E+02,-112.044298,-115.761844
2.29E+05,-1.13E+02,-112.2127,-115.329096
2.29E+05,-1.13E+02,-111.993344,-115.016666
2.30E+05,-1.13E+02,-111.588148,-114.960494
2.31E+05,-1.14E+02,-111.716858,-114.894792
2.32E+05,-1.14E+02,-112.0044,-115.299234
2.33E+05,-1.14E+02,-112.273562,-115.404892
2.34E+05,-1.14E+02,-112.176128,-115.816108
2.35E+05,-1.14E+02,-112.32502,-116.18953
2.35E+05,-1.14E+02,-112.287184,-116.516596
2.36E+05,-1.14E+02,-111.47045,-116.393444
2.37E+05,-1.14E+02,-111.060646,-116.388032
2.38E+05,-1.14E+02,-111.572148,-116.562708
2.39E+05,-1.14E+02,-111.587414,-115.9092
2.40E+05,-1.14E+02,-111.95051,-115.699764
2.41E+05,-1.14E+02,-112.251506,-115.777568
2.41E+05,-1.14E+02,-112.465054,-116.032056
2.42E+05,-1.14E+02,-112.128314,-115.46145
2.43E+05,-1.15E+02,-112.271366,-115.712384
2.44E+05,-1.14E+02,-112.175068,-115.850302
2.45E+05,-1.14E+02,-112.64832,-115.98067
2.46E+05,-1.13E+02,-112.505524,-116.03246
2.47E+05,-1.13E+02,-112.666078,-115.857356
2.48E+05,-1.13E+02,-113.07326,-116.04122
2.49E+05,-1.13E+02,-113.471884,-115.393368
2.50E+05,-1.13E+02,-113.036988,-114.84207
2.50E+05,-1.13E+02,-112.856298,-115.164476
2.51E+05,-1.14E+02,-113.08015,-115.504088
2.52E+05,-1.13E+02,-112.399622,-115.372792
2.53E+05,-1.13E+02,-112.215016,-116.18702
2.54E+05,-1.13E+02,-112.199016,-116.564382
2.55E+05,-1.13E+02,-112.402848,-116.239938
2.56E+05,-1.13E+02,-112.152994,-116.02372
2.57E+05,-1.14E+02,-112.102142,-116.295738
2.58E+05,-1.14E+02,-111.766508,-116.067626
2.59E+05,-1.14E+02,-111.996256,-116.06404
2.60E+05,-1.14E+02,-111.827298,-116.040292
2.61E+05,-1.14E+02,-111.727898,-116.080758
2.62E+05,-1.13E+02,-112.181758,-116.022098
2.63E+05,-1.13E+02,-112.867084,-116.129644
2.64E+05,-1.13E+02,-112.708774,-116.094982
2.65E+05,-1.14E+02,-113.067362,-116.022916
2.65E+05,-1.14E+02,-113.225852,-116.11658
2.66E+05,-1.14E+02,-113.19808,-116.274622
2.67E+05,-1.14E+02,-112.828976,-116.084712
2.68E+05,-1.13E+02,-113.22596,-116.199998
2.69E+05,-1.13E+02,-112.84944,-116.047746
2.70E+05,-1.14E+02,-112.662982,-115.748884
2.71E+05,-1.14E+02,-112.76217,-115.034144
2.72E+05,-1.14E+02,-112.70975,-115.167586
2.73E+05,-1.14E+02,-112.29531,-115.032798
2.74E+05,-1.14E+02,-112.907216,-115.044834
2.75E+05,-1.13E+02,-113.10096,-115.33251
2.76E+05,-1.13E+02,-112.890436,-116.138928
2.77E+05,-1.13E+02,-112.974972,-116.062676
2.78E+05,-1.12E+02,-113.05074,-116.287412
2.79E+05,-1.13E+02,-112.90974,-116.844224
2.80E+05,-1.13E+02,-112.679684,-116.918574
2.81E+05,-1.13E+02,-112.681882,-116.788882
2.82E+05,-1.14E+02,-112.530108,-116.77612
2.83E+05,-1.14E+02,-112.441098,-116.701088
2.85E+05,-1.13E+02,-112.246492,-116.256772
2.86E+05,-1.13E+02,-112.217042,-115.81505
2.87E+05,-1.14E+02,-112.192388,-115.818052
2.88E+05,-1.13E+02,-111.721322,-115.76798
2.89E+05,-1.13E+02,-111.821164,-115.759556
2.90E+05,-1.14E+02,-111.873314,-115.972414
2.91E+05,-1.14E+02,-112.029152,-116.235014
2.92E+05,-1.14E+02,-111.655714,-116.132378
2.93E+05,-1.14E+02,-111.94915,-116.18925
2.94E+05,-1.14E+02,-112.215764,-115.79096
2.95E+05,-1.14E+02,-112.020188,-115.637882
2.96E+05,-1.14E+02,-111.943006,-115.601582
2.97E+05,-1.14E+02,-112.387676,-115.351258
2.98E+05,-1.14E+02,-112.033236,-115.21424
2.99E+05,-1.15E+02,-111.212998,-115.22569
3.01E+05,-1.15E+02,-111.6629,-114.923006
3.01E+05,-1.14E+02,-111.50423,-114.905938
3.02E+05,-1.14E+02,-111.22992,-114.995606
3.03E+05,-1.13E+02,-111.71193,-114.628456
3.03E+05,-1.13E+02,-112.677818,-114.801674
3.04E+05,-1.13E+02,-112.638704,-115.605186
3.05E+05,-1.13E+02,-113.250264,-115.675086
3.06E+05,-1.13E+02,-113.59868,-115.237964
3.06E+05,-1.13E+02,-113.285344,-115.49472
3.07E+05,-1.12E+02,-112.49929,-115.402
3.08E+05,-1.13E+02,-111.867246,-114.764708
3.09E+05,-1.13E+02,-110.735112,-114.809998
3.09E+05,-1.14E+02,-110.688366,-115.347916
3.10E+05,-1.14E+02,-111.190182,-115.41936
3.11E+05,-1.14E+02,-111.260534,-115.517688
3.12E+05,-1.14E+02,-111.457194,-115.62909
3.12E+05,-1.14E+02,-112.759358,-115.44567
3.13E+05,-1.14E+02,-112.558582,-115.540096
3.14E+05,-1.14E+02,-112.843878,-115.572368
3.15E+05,-1.14E+02,-113.054266,-115.523094
3.15E+05,-1.14E+02,-113.684382,-115.564336
3.16E+05,-1.14E+02,-112.48619,-115.775854
3.17E+05,-1.14E+02,-112.02893,-115.459684
3.18E+05,-1.15E+02,-111.192842,-115.966006
3.19E+05,-1.15E+02,-111.350018,-116.232102
3.19E+05,-1.15E+02,-110.877634,-115.743658
3.20E+05,-1.15E+02,-112.221804,-115.558192
3.21E+05,-1.15E+02,-112.837894,-116.001274
3.22E+05,-1.14E+02,-113.31633,-115.98075
3.22E+05,-1.14E+02,-113.345058,-116.159804
3.23E+05,-1.14E+02,-113.763616,-116.187404
3.24E+05,-1.14E+02,-113.387182,-115.797108
3.25E+05,-1.15E+02,-113.384188,-115.276582
3.26E+05,-1.15E+02,-109.8602892,-115.91459
3.26E+05,-1.16E+02,-106.2188904,-115.715906
3.27E+05,-1.16E+02,-105.8792644,-116.362738
3.28E+05,-1.17E+02,-105.5236744,-116.900046
3.29E+05,-1.16E+02,-105.7888044,-116.655314
3.30E+05,-1.15E+02,-109.4793672,-115.443218
3.30E+05,-1.14E+02,-113.543848,-115.269026
3.31E+05,-1.14E+02,-113.793552,-114.70968
3.32E+05,-1.13E+02,-114.40895,-114.750692
3.33E+05,-1.14E+02,-114.465768,-115.408674
3.34E+05,-1.14E+02,-113.974992,-115.772152
3.34E+05,-1.15E+02,-108.583645,-116.128786
3.35E+05,-1.14E+02,-102.521031,-116.297066
3.36E+05,-1.14E+02,-101.738075,-115.887578
3.37E+05,-1.14E+02,-101.478337,-115.497892
3.38E+05,-1.13E+02,-102.516581,-115.515946
3.38E+05,-1.13E+02,-107.832974,-115.095718
3.39E+05,-1.12E+02,-113.593604,-115.198566
3.40E+05,-1.13E+02,-113.608072,-115.85959
3.41E+05,-1.13E+02,-113.871972,-116.19795
3.42E+05,-1.13E+02,-113.221102,-115.680412
3.43E+05,-1.13E+02,-112.784686,-115.737508
3.43E+05,-1.14E+02,-112.758558,-115.737608
3.44E+05,-1.14E+02,-113.248026,-115.59311
3.45E+05,-1.14E+02,-112.91875,-115.44961
3.46E+05,-1.14E+02,-113.101872,-115.992508
3.47E+05,-1.14E+02,-112.982402,-116.110476
3.48E+05,-1.14E+02,-113.28289,-116.280228
3.48E+05,-1.13E+02,-112.816806,-115.886842
3.49E+05,-1.13E+02,-111.861244,-115.632254
3.50E+05,-1.13E+02,-109.370194,-115.157926
3.51E+05,-1.15E+02,-108.96314,-114.654974
3.52E+05,-1.15E+02,-108.969778,-114.750088
3.53E+05,-1.15E+02,-109.378782,-115.098106
3.54E+05,-1.14E+02,-110.518644,-115.490874
3.54E+05,-1.14E+02,-112.38062,-116.093956
3.55E+05,-1.14E+02,-112.783564,-116.442482
3.56E+05,-1.13E+02,-112.460466,-116.029404
3.57E+05,-1.13E+02,-112.380764,-115.772108
3.58E+05,-1.14E+02,-112.193476,-115.942518
3.59E+05,-1.15E+02,-112.718692,-115.41712
3.60E+05,-1.14E+02,-113.614748,-115.703238
3.61E+05,-1.14E+02,-113.861318,-115.89213
3.61E+05,-1.14E+02,-113.728512,-115.997038
3.62E+05,-1.14E+02,-113.690274,-115.596876
3.63E+05,-1.14E+02,-113.076942,-115.654014
3.64E+05,-1.13E+02,-112.214,-115.215026
3.65E+05,-1.13E+02,-112.393252,-115.262202
3.66E+05,-1.13E+02,-112.308924,-114.993516
3.67E+05,-1.14E+02,-112.532512,-115.017148
3.68E+05,-1.14E+02,-112.809158,-114.79245
3.69E+05,-1.15E+02,-112.740838,-114.828546
3.69E+05,-1.16E+02,-112.442328,-114.811918
3.70E+05,-1.16E+02,-112.278624,-114.748704
3.71E+05,-1.15E+02,-111.891842,-115.089172
3.72E+05,-1.14E+02,-111.529634,-115.092686
3.73E+05,-1.15E+02,-111.486366,-115.018132
3.74E+05,-1.14E+02,-110.980544,-114.989032
3.75E+05,-1.13E+02,-111.489092,-115.643126
3.76E+05,-1.13E+02,-111.950612,-115.580778
3.77E+05,-1.13E+02,-112.545734,-116.147828
3.78E+05,-1.13E+02,-113.23715,-116.418306
3.78E+05,-1.13E+02,-114.028614,-116.42417
3.79E+05,-1.14E+02,-113.535204,-116.112144
3.80E+05,-1.14E+02,-113.25236,-115.927842
3.81E+05,-1.14E+02,-112.689528,-115.378768
3.82E+05,-1.14E+02,-112.61367,-115.366054
3.83E+05,-1.14E+02,-111.872262,-115.353566
3.84E+05,-1.13E+02,-112.381998,-115.181068
3.85E+05,-1.13E+02,-112.608576,-115.290864
3.86E+05,-1.14E+02,-113.720818,-115.6516
3.87E+05,-1.13E+02,-114.032112,-116.006812
3.88E+05,-1.13E+02,-114.322878,-116.119948
3.89E+05,-1.13E+02,-114.15899,-116.48799
3.90E+05,-1.13E+02,-113.603052,-116.34205
3.91E+05,-1.14E+02,-112.743792,-115.993692
3.92E+05,-1.14E+02,-111.49582,-115.729222
3.93E+05,-1.15E+02,-112.23849,-115.495066
3.93E+05,-1.15E+02,-111.96764,-115.345578
3.94E+05,-1.15E+02,-112.667732,-115.791222
3.95E+05,-1.15E+02,-112.916428,-116.78872
3.96E+05,-1.15E+02,-113.959876,-116.627386
3.97E+05,-1.14E+02,-113.397204,-117.04655
3.98E+05,-1.14E+02,-114.159892,-117.189352
3.99E+05,-1.13E+02,-113.91337,-117.019656
4.00E+05,-1.14E+02,-113.840172,-116.607194
4.01E+05,-1.14E+02,-113.291034,-116.24445
4.02E+05,-1.14E+02,-113.734118,-116.226774
4.03E+05,-1.13E+02,-113.619596,-116.334472
4.04E+05,-1.13E+02,-113.813054,-116.191386
4.05E+05,-1.13E+02,-113.69992,-116.146518
4.06E+05,-1.13E+02,-113.825744,-116.438276
4.07E+05,-1.13E+02,-113.797152,-116.30897
4.08E+05,-1.13E+02,-113.74639,-115.709232
4.09E+05,-1.13E+02,-113.219052,-115.400716
4.10E+05,-1.14E+02,-113.571512,-115.768206
4.11E+05,-1.14E+02,-113.537752,-115.8569
4.12E+05,-1.14E+02,-112.850512,-115.876942
4.13E+05,-1.14E+02,-111.859572,-116.603794
4.14E+05,-1.14E+02,-112.096834,-117.668884
4.15E+05,-1.14E+02,-111.378106,-117.220478
4.16E+05,-1.13E+02,-110.942318,-117.216804
4.17E+05,-1.14E+02,-111.32426,-117.250658
4.18E+05,-1.14E+02,-111.928782,-117.093674
4.19E+05,-1.14E+02,-112.25849,-116.333644
4.20E+05,-1.14E+02,-113.072958,-115.970046
4.21E+05,-1.14E+02,-113.696944,-115.732034
4.22E+05,-1.13E+02,-113.550008,-115.67933
4.23E+05,-1.13E+02,-113.476118,-115.93346
4.24E+05,-1.13E+02,-112.9831,-116.026356
4.25E+05,-1.13E+02,-112.391766,-115.924452
4.26E+05,-1.14E+02,-112.408126,-116.564206
4.27E+05,-1.14E+02,-112.472622,-116.182522
4.28E+05,-1.14E+02,-112.19443,-115.798022
4.29E+05,-1.14E+02,-112.702186,-115.382152
4.30E+05,-1.15E+02,-112.825668,-115.669926
4.32E+05,-1.15E+02,-112.066638,-115.156568
4.33E+05,-1.15E+02,-111.719518,-115.142504
4.34E+05,-1.15E+02,-111.660624,-114.779922
4.35E+05,-1.14E+02,-111.136068,-114.834872
4.36E+05,-1.13E+02,-111.403762,-114.165112
4.37E+05,-1.13E+02,-111.900868,-114.33777
4.38E+05,-1.13E+02,-112.41098,-114.80085
4.39E+05,-1.13E+02,-112.569932,-114.850774
4.40E+05,-1.14E+02,-113.09221,-114.959856
4.41E+05,-1.14E+02,-113.181746,-115.551346
4.42E+05,-1.15E+02,-113.22717,-115.375696
4.43E+05,-1.14E+02,-112.996064,-114.90874
4.44E+05,-1.14E+02,-113.178436,-115.028576
4.45E+05,-1.14E+02,-112.338756,-115.1752
4.46E+05,-1.14E+02,-111.98475,-115.119044
4.48E+05,-1.14E+02,-112.29807,-115.15663
4.49E+05,-1.14E+02,-112.011622,-115.099494
4.50E+05,-1.15E+02,-112.232574,-115.14795
4.51E+05,-1.16E+02,-113.299972,-115.20791
4.52E+05,-1.16E+02,-113.183224,-115.404188
4.53E+05,-1.16E+02,-113.234104,-115.49874
4.54E+05,-1.15E+02,-113.593204,-115.864628
4.55E+05,-1.15E+02,-114.02737,-116.13379
4.56E+05,-1.14E+02,-113.317718,-116.454266
4.57E+05,-1.14E+02,-113.661504,-116.945414
4.59E+05,-1.14E+02,-113.877884,-117.316376
4.60E+05,-1.13E+02,-113.95409,-116.949252
4.61E+05,-1.13E+02,-113.318074,-116.96956
4.62E+05,-1.13E+02,-114.485602,-116.553616
4.63E+05,-1.13E+02,-114.394398,-115.570194
4.64E+05,-1.14E+02,-113.339792,-115.1238
4.65E+05,-1.14E+02,-113.284108,-115.18569
4.66E+05,-1.14E+02,-113.148262,-114.904394
4.68E+05,-1.15E+02,-111.800948,-115.341006
4.69E+05,-1.15E+02,-111.406122,-116.023948
4.70E+05,-1.14E+02,-112.081226,-116.269006
4.71E+05,-1.14E+02,-112.15166,-116.625596
4.72E+05,-1.14E+02,-111.816942,-116.607426
4.73E+05,-1.14E+02,-112.47143,-116.25087
4.74E+05,-1.14E+02,-112.961332,-116.20868
4.76E+05,-1.14E+02,-112.647946,-115.927514
4.77E+05,-1.15E+02,-112.472386,-115.605654
4.78E+05,-1.15E+02,-113.56791,-115.984286
4.79E+05,-1.15E+02,-113.468634,-115.810958
4.80E+05,-1.15E+02,-113.774874,-116.025382
4.81E+05,-1.15E+02,-114.262976,-116.058262
4.83E+05,-1.14E+02,-114.423854,-116.063476
4.84E+05,-1.13E+02,-113.371908,-116.120908
4.85E+05,-1.13E+02,-113.240594,-116.401584
4.86E+05,-1.13E+02,-112.530252,-115.854068
4.87E+05,-1.14E+02,-112.152738,-115.90644
4.88E+05,-1.14E+02,-111.803324,-116.230262
4.90E+05,-1.14E+02,-111.792276,-116.23965
4.91E+05,-1.14E+02,-111.458902,-116.159952
4.92E+05,-1.14E+02,-111.818334,-116.78273
4.93E+05,-1.14E+02,-111.72442,-116.60304
4.94E+05,-1.14E+02,-112.196532,-116.571158
4.96E+05,-1.15E+02,-112.556632,-116.017668
4.97E+05,-1.15E+02,-112.500516,-115.986766
4.98E+05,-1.16E+02,-112.033312,-115.523734
4.99E+05,-1.16E+02,-111.686618,-115.574578
5.00E+05,-1.16E+02,-110.84534,-115.596624
5.02E+05,-1.16E+02,-110.891246,-115.642574
5.03E+05,-1.15E+02,-111.05616,-115.722022
5.04E+05,-1.14E+02,-111.627406,-115.789618
5.05E+05,-1.14E+02,-111.557594,-115.844222
5.07E+05,-1.13E+02,-112.057016,-115.548424
5.08E+05,-1.13E+02,-112.012622,-115.792754
5.09E+05,-1.13E+02,-112.31001,-115.494112
5.10E+05,-1.13E+02,-112.440068,-115.334444
5.12E+05,-1.14E+02,-113.043972,-115.241042
5.13E+05,-1.14E+02,-112.883168,-115.6741
5.14E+05,-1.14E+02,-113.003674,-115.469782
